pathway	meta_z	meta_p	meta_FDR	same_NES_direction	NES_GSE17542_SN_MPTP10_limma	nominal_p_GSE17542_SN_MPTP10_limma	NES_GSE46798_exposure_corrected_limma	nominal_p_GSE46798_exposure_corrected_limma	NES_human_PD_postmortem_meta_limma	nominal_p_human_PD_postmortem_meta_limma
Dectin-2 family	0.10679539910277766	0.9149512975854925	0.9582910580740757	False	-1.0119091768651112	0.44731977818853974	-1.2650811909013504	0.16174582798459564	1.59820391065717	0.01907356948228883
Diseases associated with glycosaminoglycan metabolism	-0.10663048299161236	0.91508213451669	0.9582910580740757	False	-0.8611836954561135	0.6864864864864865	-0.7252891866804327	0.8721893491124261	0.8664088461894769	0.7040816326530612
Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	-0.10362702239289921	0.9174653423399624	0.9601657331922424	False	-0.7694721542151229	0.7859848484848485	-1.0336719455703056	0.4409448818897638	1.0644289260600113	0.3883357041251778
Class B/2 (Secretin family receptors)	0.09966440990223294	0.9206107565999324	0.9609920638712521	False	-1.0615003034751016	0.3220910623946037	-0.9177792684302163	0.6500553709856035	1.283896979653409	0.10599078341013825
Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes	-0.09964116681375346	0.9206292100459	0.9609920638712521	False	0.7950629097107825	0.851258581235698	-1.0289104241550497	0.4325581395348837	0.8796112391764317	0.6710369487485102
Epigenetic regulation of gene expression by MLL3 and MLL4 complexes	-0.09964116681375346	0.9206292100459	0.9609920638712521	False	0.7950629097107825	0.851258581235698	-1.0289104241550497	0.4325581395348837	0.8796112391764317	0.6710369487485102
MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis	-0.09964116681375346	0.9206292100459	0.9609920638712521	False	0.7950629097107825	0.851258581235698	-1.0289104241550497	0.4325581395348837	0.8796112391764317	0.6710369487485102
Synthesis of bile acids and bile salts	0.09625882835438136	0.9233150094046272	0.9631280177603979	False	0.914856543954178	0.5905172413793104	-0.9863349913091934	0.5012562814070352	0.8005076788701229	0.7632978723404256
Signaling by PDGF	-0.09556604662914839	0.923865232601543	0.9631280177603979	False	-1.0406617671191534	0.38146167557932265	-0.9277663800515838	0.5972222222222222	1.17203248423958	0.21568627450980393
Synthesis of bile acids and bile salts via 27-hydroxycholesterol	0.0948159516086965	0.9244610164038258	0.9631289482353887	False	-0.9021368828372291	0.5841035120147874	-1.2021736094957742	0.22346368715083798	1.4808331981995433	0.05373134328358209
Nucleotide catabolism	0.08717256256763167	0.93053434821455	0.9688328680124478	False	0.8782590894250542	0.6643990929705216	-0.8044866747509795	0.7633769322235434	0.4954614161665616	0.9854881266490765
Transcriptional activation of mitochondrial biogenesis	-0.0850628013273672	0.9322114633238696	0.96995524365125	False	1.011499109729695	0.4398148148148148	-1.224690854261182	0.16725978647686832	0.8978416396072318	0.6446384039900249
Formation of definitive endoderm	0.08209810423171895	0.9345687006407853	0.9706209146786067	False	-1.320741445700222	0.1423487544483986	0.8671734494968394	0.6494464944649446	1.1874467305487517	0.24818577648766327
Killing mechanisms	-0.08199613426791047	0.9346497875132476	0.9706209146786067	False	-0.705323636847571	0.8468809073724007	-0.757773744500138	0.8042253521126761	0.7796648161984775	0.7649700598802395
WNT5:FZD7-mediated leishmania damping	-0.08199613426791047	0.9346497875132476	0.9706209146786067	False	-0.705323636847571	0.8468809073724007	-0.757773744500138	0.8042253521126761	0.7796648161984775	0.7649700598802395
Adipogenesis	0.08090083867862662	0.9355208129844883	0.9709026898858247	False	-0.7552703481058227	0.9111498257839721	-1.1593696788057097	0.19522776572668113	1.2417559251253698	0.12186788154897495
Regulation of localization of FOXO transcription factors	0.07975481834045572	0.9364322595384862	0.971226027029346	False	-0.9764963873163118	0.5115830115830116	-1.260054848333337	0.1971631205673759	1.5397258942496708	0.037142857142857144
Amine ligand-binding receptors	0.07759561495386591	0.9381497306254697	0.9723843878890112	False	0.8764682663808674	0.6681715575620768	-0.899251428535501	0.6419316843345112	0.7328396614438364	0.8644278606965174
Homologous DNA Pairing and Strand Exchange	0.07158527898839574	0.9429319556821751	0.9757289782231024	False	1.4700925936504075	0.03837471783295711	-1.6166025534438295	0.006024096385542169	1.0363814927855575	0.42392717815344605
Regulation of Expression and Function of Type II Classical Cadherins	0.07104920166702568	0.9433585971334875	0.9757289782231024	False	1.0087742058608848	0.44680851063829785	-1.3496891977139185	0.10178117048346055	1.126838558707693	0.3179916317991632
Scavenging by Class A Receptors	0.07004220328036449	0.944160068741485	0.9757289782231024	False	-1.1414518763573827	0.27106227106227104	-0.7542766927122809	0.8002594033722439	1.3102327799289255	0.14022662889518414
Regulation of TP53 Activity through Methylation	-0.0691254143976758	0.9448897916458	0.9757289782231024	False	-0.6099281762112703	0.9322638146167558	-1.0391918007147418	0.42875647668393785	1.0342565651895117	0.44929577464788734
Tie2 Signaling	-0.06750841020925165	0.9461769669225345	0.9757289782231024	False	1.0060298763237514	0.4514038876889849	-1.2260944321355116	0.21447368421052632	0.8376678129762332	0.7103746397694525
Nuclear Events (kinase and transcription factor activation)	-0.06666809768770622	0.9468459321442235	0.9757289782231024	False	0.7102558790251378	0.9477272727272728	-0.7717287865269228	0.856341189674523	0.5234698782636527	1.0
Differentiation of naive CD4+ T cells to T helper 2 cells (Th2 cells)	0.06662204750610166	0.9468825933660607	0.9757289782231024	False	0.8333942188507244	0.8078703703703703	-1.3439932029349688	0.061878453038674036	1.313499890214285	0.08196721311475409
Insulin receptor signalling cascade	0.06652551654486205	0.9469594434384154	0.9757289782231024	False	-0.9511355870178188	0.5432937181663837	0.7559454941648559	0.9064748201438849	0.9586261471118117	0.5447941888619855
Oncogene Induced Senescence	-0.06583336070757698	0.9475104958343575	0.9757289782231024	False	-0.9873779967387021	0.47079646017699117	-1.0164480531841817	0.44038929440389296	1.2588789797593567	0.167989417989418
Defective homologous recombination repair (HRR) due to BRCA2 loss of function	-0.06521102806373098	0.9480059806948364	0.9757289782231024	False	1.4905659994353868	0.03611738148984198	-1.6914147102644457	0.003663003663003663	0.9909885644814193	0.4856396866840731
Diseases of DNA Double-Strand Break Repair	-0.06521102806373098	0.9480059806948364	0.9757289782231024	False	1.4905659994353868	0.03611738148984198	-1.6914147102644457	0.003663003663003663	0.9909885644814193	0.4856396866840731
CLEC7A (Dectin-1) induces NFAT activation	0.0629413717152576	0.9498131902719823	0.9769679511120326	False	-0.6747495234548585	0.8944337811900192	-0.8625739672981775	0.6451612903225806	0.9978154741419758	0.48254931714719274
ERK/MAPK targets	-0.0611820827769479	0.9512141988708303	0.9773117641733792	False	1.1027748659683565	0.30425531914893617	-1.1861548345391102	0.2402022756005057	0.5706799878520886	0.9671682626538988
IRS-mediated signalling	-0.06087621621291738	0.9514577910198946	0.9773117641733792	False	-0.9406571457026723	0.5643224699828473	-0.6372696032567652	0.9625292740046838	0.9243553741208874	0.6044776119402985
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	-0.06024764228534855	0.9519584015450395	0.9773117641733792	False	0.6583742040391195	0.9411764705882353	-1.398699891050903	0.056320400500625784	1.3679554255459023	0.08355795148247978
Ephrin signaling	0.05930813577767655	0.9527066811101309	0.9774601500109645	False	0.9933158063573799	0.43917525773195876	-1.225930682360618	0.20256410256410257	0.9435479072790964	0.5462304409672831
PI-3K cascade:FGFR3	0.057480405215726386	0.9541625146706335	0.9783338259985787	False	-1.250643076692368	0.1835016835016835	-0.6534903506248015	0.9162162162162162	1.3467061863185033	0.1248303934871099
CS/DS degradation	-0.056651707611255014	0.9548226439334402	0.9783910509672403	False	-0.717829187939902	0.8555347091932458	-0.5210557164402098	0.989821882951654	0.6354915292329941	0.9229691876750701
Platelet Aggregation (Plug Formation)	0.055209700096802226	0.9559714011642263	0.9789485758917662	False	-1.053656570307195	0.3858695652173913	-0.713248301628704	0.8931572629051621	1.1551818394936268	0.27261146496815286
Regulation of endogenous retroelements	-0.05318901603341409	0.9575813071636541	0.9795763920356203	False	-0.7160877008228056	0.9133448873483535	-1.226441025403128	0.14301929625425652	1.2427413971783234	0.1385176184690158
Somatic hypermutation of immunoglobulin genes by error-prone mismatch repair (MMR)	0.05285761579581038	0.9578453548531173	0.9795763920356203	False	1.0981146997204283	0.3271461716937355	-0.8598436125397695	0.6708701134930644	-0.8990809525646938	0.6430976430976431
CHD chromatin remodelers	-0.05216197341749626	0.9583996324795693	0.9795763920356203	False	0.8627436489279028	0.7644230769230769	-1.084459160419933	0.31903190319031904	0.9635794670611325	0.5442329227323628
Frs2-mediated activation	-0.04945674085658941	0.9605553107805975	0.981160282746869	False	1.335603757247093	0.12385321100917432	-0.7581106141716287	0.7808599167822469	-1.2531116517355754	0.1782178217821782
Mismatch Repair	0.04772344335134036	0.961936650294463	0.9818981572158094	False	1.0946901879523918	0.33548387096774196	-1.1174348074980214	0.32980132450331123	0.6123614054824873	0.9250720461095101
NOTCH2 intracellular domain regulates transcription	0.04702831783539749	0.9624906581232178	0.9818981572158094	False	1.6311203169918367	0.02727272727272727	-1.8018029168556378	0.0	1.1963148768355396	0.24415204678362573
Interleukin receptor SHC signaling	0.04090304392286201	0.9673731907804934	0.9862576800211705	False	-0.8504565122008688	0.6941838649155723	-1.3529434205655329	0.0903387703889586	1.5291960124956878	0.03095558546433378
Interleukin-6 signaling	-0.03891837650161869	0.968955465338084	0.987249149391037	False	0.8019903487815467	0.717948717948718	-1.3733129726576208	0.09918478260869565	1.2136907023717673	0.22238586156111928
Digestion	0.03800134338153367	0.9696866109397683	0.9873727189380408	False	-1.2542750948359667	0.16453382084095064	-1.0705757315265225	0.3682219419924338	1.602709828170164	0.01849217638691323
Synthesis of PC	-0.03655974001362942	0.9708360448688247	0.9877753904460119	False	-0.9048504987506883	0.5906642728904847	0.7327794452750022	0.8436018957345972	0.7784262811028684	0.781578947368421
Base-Excision Repair, AP Site Formation	0.035459726598383666	0.9717131596831592	0.9877753904460119	False	0.9018120319955834	0.5866666666666667	-0.9454538128347111	0.5654450261780105	0.6354489334889627	0.9262865090403338
Pre-NOTCH Expression and Processing	0.03471889326637568	0.9723038953609202	0.9877753904460119	False	0.8243869432207204	0.8148148148148148	-1.3831069412206702	0.05855338691159587	1.3394723048339308	0.0858974358974359
G alpha (s) signalling events	0.03444471434856218	0.9725225277152211	0.9877753904460119	False	0.8667582973372335	0.8200514138817481	-0.9817633950238235	0.5454545454545454	0.9107585449225998	0.6622807017543859
Cell surface interactions at the vascular wall	0.03330397112879346	0.9734321870151982	0.9878835823129822	False	-1.048838607979667	0.35993485342019543	-1.2095574032804077	0.1316916488222698	1.4560767301803403	0.013114754098360656
Defective GALNT12 causes CRCS1	-0.0321520933771174	0.9743507603536602	0.9878835823129822	False	-0.7747117870427239	0.7614678899082569	-1.1376565630891282	0.3089430894308943	1.2239994300312065	0.205761316872428
Interleukin-2 signaling	-0.03153622407209931	0.9748419038705566	0.9878835823129822	False	-1.2058428116646571	0.24528301886792453	-0.6664685414905828	0.8758716875871687	1.2436127195808877	0.20642201834862386
FOXO-mediated transcription	-0.031250490116591874	0.975069774265686	0.9878835823129822	False	-0.9419572144269839	0.5441176470588235	-1.2312768030772208	0.14648212226066898	1.388520444347917	0.045012165450121655
Other interleukin signaling	0.02969919290761327	0.9763069556055125	0.9885184247187772	False	-0.7959213573605626	0.7788461538461539	-0.9318187644507775	0.5914249684741488	1.0574069485992468	0.38482758620689655
Stimuli-sensing channels	0.024984831496257288	0.9800670625452568	0.990029318090137	False	0.7673484902144745	0.9	-0.9448802485565905	0.5984682713347921	0.9050520307002368	0.6568848758465011
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	-0.023680661702068177	0.9811073314068914	0.990029318090137	False	0.9516033316317563	0.5252747252747253	-0.6691381830360421	0.9212121212121213	-0.9518966178140112	0.5637065637065637
Positive Regulation of CDH1 Gene Transcription	-0.023460907233529466	0.9812826214034164	0.990029318090137	False	-1.4908578771827206	0.05046728971962617	-0.6134490600514749	0.9254571026722925	1.5193581405414367	0.0445468509984639
Apoptotic cleavage of cellular proteins	-0.02265354727790123	0.9819266302177341	0.990029318090137	False	-0.9115858693731581	0.5889679715302492	-0.9122483589522512	0.6237623762376238	1.0991748879582073	0.3213828425096031
Cleavage of the damaged pyrimidine	-0.022199069263763537	0.9822891600286109	0.990029318090137	False	0.9457368779950512	0.47954545454545455	-1.014729596033258	0.4663143989431968	-0.5538400786948189	0.9864406779661017
Depyrimidination	-0.022199069263763537	0.9822891600286109	0.990029318090137	False	0.9457368779950512	0.47954545454545455	-1.014729596033258	0.4663143989431968	-0.5538400786948189	0.9864406779661017
Recognition and association of DNA glycosylase with site containing an affected pyrimidine	-0.022199069263763537	0.9822891600286109	0.990029318090137	False	0.9457368779950512	0.47954545454545455	-1.014729596033258	0.4663143989431968	-0.5538400786948189	0.9864406779661017
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	0.02110584488613185	0.9831612223896208	0.990029318090137	False	-1.0015530661953391	0.44763513513513514	-0.8854363656845076	0.7145922746781116	1.1322632010085407	0.24539170506912442
MAPK targets/ Nuclear events mediated by MAP kinases	-0.020928433934507825	0.983302744588598	0.990029318090137	False	1.0392838877898858	0.3544018058690745	-1.0428045963539068	0.4024691358024691	-0.7323249877050957	0.9004329004329005
Activation of the phototransduction cascade	0.017290242416284605	0.9862050698650344	0.9921252998489347	False	0.42696774489977657	0.9957173447537473	-0.5360506759674482	0.9730113636363636	0.5831245989086985	0.9534206695778749
Transcriptional Regulation by NPAS4	-0.016782553565782895	0.9866100881759018	0.9921252998489347	False	0.9968191015994556	0.4484304932735426	-0.9879725473092448	0.49875311720698257	-0.7333166189236185	0.9118942731277533
Keratan sulfate biosynthesis	0.014070116999334843	0.9887740412758889	0.9931738758499998	False	-0.9265266653903153	0.5771230502599654	0.9131258482836266	0.5891891891891892	0.6060461756924482	0.9665379665379665
Translesion synthesis by REV1	-0.013937638966953374	0.9888797330884496	0.9931738758499998	False	1.2689281281245488	0.17073170731707318	-0.6199416450031472	0.9364864864864865	-1.2141006884936225	0.18874172185430463
Transcriptional regulation of brown and beige adipocyte differentiation	-0.011145149664790794	0.9911076412481175	0.9941779871008068	False	-0.6871374788881279	0.9160714285714285	-0.8170844582733805	0.7341772151898734	0.870222310354722	0.6703601108033241
Transcriptional regulation of brown and beige adipocyte differentiation by EBF2	-0.011145149664790794	0.9911076412481175	0.9941779871008068	False	-0.6871374788881279	0.9160714285714285	-0.8170844582733805	0.7341772151898734	0.870222310354722	0.6703601108033241
