gene	precursor_features	peptide_backbones	runs_observed	control_runs	knockdown_runs
SCG3	14	11	10	5	5
SCIN	1	1	10	5	5
SCLY	2	2	9	5	4
SCML2	1	1	9	5	4
SCN3A	3	3	8	5	3
SCN3B	3	2	10	5	5
SCO1	5	4	10	5	5
SCO2	2	2	9	5	4
SCP2	12	8	10	5	5
SCPEP1	2	2	10	5	5
SCRN1	26	12	10	5	5
SCRN3	3	3	10	5	5
SCYL1	1	1	9	5	4
SCYL2	4	4	10	5	5
SDAD1	1	1	8	4	4
SDCBP	3	2	10	5	5
SDF2	5	4	10	5	5
SDF4	10	7	10	5	5
SDHA	21	14	10	5	5
SDHAF2	3	2	10	5	5
SDHB	12	9	10	5	5
SDR39U1	5	4	10	5	5
SEC11A	12	9	10	5	5
SEC11C	10	7	10	5	5
SEC13	4	3	10	5	5
SEC14L1	1	1	8	5	3
SEC16A	1	1	8	4	4
SEC22B	6	6	10	5	5
SEC23A	6	6	10	5	5
SEC23B	10	6	10	5	5
SEC23IP	4	4	10	5	5
SEC24A	8	6	10	5	5
SEC24B	12	10	10	5	5
SEC24C	11	8	10	5	5
SEC31A	19	15	10	5	5
SEC61A1	4	3	10	5	5
SEC61A2	12	7	10	5	5
SEC61B	2	1	10	5	5
SEC61G	2	2	10	5	5
SEC62	9	6	10	5	5
SEC63	21	18	10	5	5
SECISBP2L	1	1	9	5	4
SEH1L	5	5	10	5	5
SEL1L	14	9	10	5	5
SELENOF	4	3	10	5	5
SELENOH	3	3	10	5	5
SELENOI	2	2	10	5	5
SELENOT	3	3	10	5	5
SEMA4C	1	1	8	5	3
SEMA6D	1	1	9	5	4
SEMA7A	1	1	8	4	4
SENP3	1	1	9	5	4
SENP8	1	1	10	5	5
SEPHS1	4	3	10	5	5
SEPHS2	1	1	8	4	4
SERAC1	1	1	9	5	4
SERBP1	6	5	10	5	5
SERINC1	3	2	10	5	5
SERPINA10	1	1	9	5	4
SERPINA7	2	2	10	5	5
SERPINB6	5	4	10	5	5
SERPINB9	14	12	10	5	5
SERPINC1	10	7	10	5	5
SERPIND1	3	2	9	5	4
SERPINE2	2	2	10	5	5
SERPINF1	1	1	9	5	4
SERPINF2	1	1	9	5	4
SERPINH1	19	13	10	5	5
SERPINI1	17	13	10	5	5
SESTD1	4	4	10	5	5
SET	13	8	10	5	5
SETD3	5	5	10	5	5
SETDB1	3	2	9	5	4
SETMAR	5	5	10	5	5
SEZ6L	6	6	10	5	5
SEZ6L2	11	9	10	5	5
SF1	3	3	10	5	5
SF3A1	16	11	10	5	5
SF3A2	4	4	10	5	5
SF3A3	11	8	10	5	5
SF3B1	43	28	10	5	5
SF3B2	3	3	10	5	5
SF3B3	45	31	10	5	5
SF3B4	4	3	10	5	5
SF3B5	3	1	10	5	5
SF3B6	4	2	10	5	5
SFPQ	29	14	10	5	5
SFRP1	1	1	9	5	4
SFXN1	18	11	10	5	5
SFXN3	17	10	10	5	5
SFXN4	1	1	9	5	4
SGF29	1	1	10	5	5
SGPL1	10	8	10	5	5
SGSH	6	6	10	5	5
SGTA	4	4	10	5	5
SGTB	2	2	10	5	5
SH3BGRL	8	6	10	5	5
SH3BGRL2	2	2	9	5	4
SH3BGRL3	6	4	10	5	5
SH3BP4	1	1	8	5	3
SH3GLB1	4	3	10	5	5
SH3GLB2	4	3	10	5	5
SH3PXD2B	3	3	10	5	5
SHMT2	36	19	10	5	5
SHOC2	7	6	10	5	5
SHPRH	2	2	10	5	5
SHTN1	2	2	10	5	5
SIAE	7	6	10	5	5
SIDT2	3	2	10	5	5
SIGMAR1	4	3	9	5	4
SIN3A	8	6	10	5	5
SIRT2	2	2	9	5	4
SIRT3	2	2	10	5	5
SIRT5	2	1	10	5	5
SIRT6	2	2	10	5	5
SKIV2L	3	2	9	5	4
SKIV2L2	14	13	10	5	5
SKP1	12	8	10	5	5
SLC12A2	3	3	10	5	5
SLC12A5	4	3	10	5	5
SLC12A6	2	2	10	5	5
SLC12A7	5	4	10	5	5
SLC12A9	3	2	10	5	5
SLC16A1	3	2	9	5	4
SLC17A5	2	2	10	5	5
SLC17A6	5	5	10	5	5
SLC18A3	2	1	9	5	4
SLC19A1	1	1	9	5	4
SLC1A2	4	3	9	5	4
SLC1A3	3	2	9	5	4
SLC1A4	1	1	9	5	4
SLC1A6	1	1	9	5	4
SLC22A15	3	3	9	5	4
SLC23A2	3	3	9	5	4
SLC25A1	19	12	10	5	5
SLC25A10	8	6	10	5	5
SLC25A11	23	15	10	5	5
SLC25A12	24	20	10	5	5
SLC25A13	26	19	10	5	5
SLC25A14	4	4	10	5	5
SLC25A15	5	5	10	5	5
SLC25A17	7	5	9	5	4
SLC25A19	2	2	10	5	5
SLC25A20	10	8	10	5	5
SLC25A21	1	1	9	5	4
SLC25A22	12	9	10	5	5
SLC25A23	2	2	10	5	5
SLC25A24	32	21	10	5	5
SLC25A26	2	1	9	5	4
SLC25A29	6	4	10	5	5
SLC25A3	25	12	10	5	5
SLC25A32	3	3	10	5	5
SLC25A33	1	1	9	5	4
SLC25A35	1	1	9	5	4
SLC25A36	3	2	9	5	4
SLC25A4	10	7	10	5	5
SLC25A40	2	2	9	5	4
SLC25A44	4	4	10	5	5
SLC25A46	3	3	10	5	5
SLC25A5	26	16	10	5	5
SLC25A51	6	4	9	5	4
SLC25A53	2	2	9	5	4
SLC25A6	6	4	10	5	5
SLC27A3	2	1	9	5	4
SLC27A4	10	8	10	5	5
SLC2A1	5	4	10	5	5
SLC2A13	2	2	10	5	5
SLC2A3	2	2	10	5	5
SLC30A7	2	2	9	5	4
SLC30A9	7	6	10	5	5
SLC33A1	2	2	9	5	4
SLC35A4	2	2	10	5	5
SLC35B1	2	2	9	5	4
SLC35B2	1	1	10	5	5
SLC35B4	1	1	9	5	4
SLC35C1	1	1	8	5	3
SLC35C2	1	1	9	5	4
SLC35E1	2	2	9	5	4
SLC35E2B	2	2	9	5	4
SLC35F1	1	1	9	5	4
SLC36A1	2	2	10	5	5
SLC36A4	1	1	9	5	4
SLC37A3	1	1	9	5	4
SLC37A4	2	2	10	5	5
SLC38A1	3	2	9	5	4
SLC38A10	5	3	10	5	5
SLC38A2	3	2	9	5	4
SLC39A10	1	1	9	5	4
SLC39A6	3	3	10	5	5
SLC39A7	2	1	10	5	5
SLC39A9	3	1	10	5	5
SLC3A2	16	12	10	5	5
SLC41A3	2	1	9	5	4
SLC44A2	3	3	9	5	4
SLC4A1AP	1	1	9	5	4
SLC4A7	3	3	10	5	5
SLC4A8	1	1	10	5	5
SLC5A3	1	1	8	5	3
SLC5A6	1	1	10	5	5
SLC7A1	1	1	9	5	4
SLC7A5	1	1	10	5	5
SLC7A6	2	1	9	5	4
SLC8A1	3	3	10	5	5
SLC8A2	5	5	10	5	5
SLC9A1	1	1	8	5	3
SLC9A3R1	2	2	10	5	5
SLC9A6	4	3	9	5	4
SLC9A7	1	1	9	5	4
SLIRP	10	7	10	5	5
SLIT1	8	7	10	5	5
SLIT2	14	10	10	5	5
SLK	7	6	10	5	5
SLTM	2	2	10	5	5
SMAD4	5	3	9	5	4
SMAP	2	2	9	4	5
SMAP1	3	2	10	5	5
SMAP2	2	2	10	5	5
SMARCA1	2	2	9	5	4
SMARCA2	1	1	10	5	5
SMARCA4	21	17	10	5	5
SMARCA5	27	21	10	5	5
SMARCAD1	6	5	10	5	5
SMARCB1	2	2	9	5	4
SMARCC1	18	13	10	5	5
SMARCC2	23	16	10	5	5
SMARCD1	6	5	10	5	5
SMARCD3	8	6	10	5	5
SMARCE1	4	4	10	5	5
SMC1A	30	27	10	5	5
SMC3	39	28	10	5	5
SMC4	2	2	10	5	5
SMC6	1	1	8	4	4
SMCHD1	19	16	10	5	5
SMG1	7	7	10	5	5
SMG6	2	1	9	5	4
SMG8	3	3	10	5	5
SMG9	2	2	9	5	4
SMIM11A	1	1	9	5	4
SMIM12	2	2	10	5	5
SMPD1	3	3	10	5	5
SMPD3	2	2	9	5	4
SMS	3	3	10	5	5
SMU1	13	9	10	5	5
SMUG1	1	1	9	5	4
SMYD3	2	2	9	5	4
SNAP25	7	5	10	5	5
SNAP91	12	7	10	5	5
SNAPIN	2	2	10	5	5
SNCA	1	1	9	5	4
SNCG	8	6	10	5	5
SND1	32	23	10	5	5
SNF8	4	3	10	5	5
SNRNP200	87	57	10	5	5
SNRNP35	1	1	9	5	4
SNRNP40	10	7	10	5	5
SNRNP70	19	13	10	5	5
SNRPA	12	7	10	5	5
SNRPA1	8	7	10	5	5
SNRPB2	9	6	10	5	5
SNRPC	1	1	10	5	5
SNRPD1	13	5	10	5	5
SNRPD2	14	9	10	5	5
SNRPD3	8	4	10	5	5
SNRPE	1	1	10	5	5
SNRPF	6	5	10	5	5
SNTB2	1	1	9	5	4
SNU13	6	5	10	5	5
SNW1	2	2	10	5	5
SNX1	2	2	9	5	4
SNX12	10	7	10	5	5
SNX18	1	1	10	5	5
SNX2	2	2	10	5	5
SNX24	1	1	9	5	4
SNX27	6	6	9	5	4
SNX3	4	3	10	5	5
SNX4	6	6	10	5	5
SNX6	4	4	10	5	5
SOD1	9	6	10	5	5
SOD2	20	12	10	5	5
SOGA3	1	1	8	4	4
SORBS1	2	2	10	5	5
SORCS2	6	5	10	5	5
SORD	6	5	10	5	5
SORT1	3	3	10	5	5
SPAG7	2	2	10	5	5
SPAG9	1	1	9	5	4
SPARC	1	1	9	5	4
SPAST	1	1	10	5	5
SPCS1	3	2	10	5	5
SPCS2	15	7	10	5	5
SPCS3	5	4	10	5	5
SPECC1L	6	5	10	5	5
SPG11	1	1	10	5	5
SPG21	3	2	9	5	4
SPG7	7	6	10	5	5
SPIN1	1	1	9	4	5
SPNS1	4	3	9	5	4
SPOCK1	3	3	10	5	5
SPOCK2	2	2	9	5	4
SPPL2B	2	2	9	5	4
SPR	2	1	9	5	4
SPRYD4	2	2	9	5	4
SPTA1	1	1	10	5	5
SPTAN1	203	128	10	5	5
SPTB	1	1	9	5	4
SPTBN1	133	88	10	5	5
SPTBN2	60	47	10	5	5
SPTLC1	3	3	10	5	5
SPTLC2	10	10	10	5	5
SQLE	12	8	10	5	5
SRBD1	4	4	10	5	5
SRC	4	4	10	5	5
SRD5A1	1	1	9	5	4
SREK1	2	2	10	5	5
SRGAP1	7	6	10	5	5
SRGAP2	6	5	10	5	5
SRGAP3	13	11	10	5	5
SRI	8	6	10	5	5
SRM	7	6	10	5	5
SRP14	15	7	10	5	5
SRP19	1	1	10	5	5
SRP54	8	7	10	5	5
SRP68	5	4	10	5	5
SRP72	10	9	10	5	5
SRP9	8	5	10	5	5
SRPK1	9	6	10	5	5
SRPK2	12	9	10	5	5
SRPRA	8	7	10	5	5
SRPRB	10	7	10	5	5
SRR	3	2	9	5	4
SRRM1	3	3	9	4	5
SRRT	16	12	10	5	5
SRSF1	17	11	10	5	5
SRSF10	8	6	10	5	5
SRSF11	2	2	10	5	5
SRSF12	3	3	10	5	5
SRSF2	8	5	10	5	5
SRSF3	11	7	10	5	5
SRSF4	6	5	10	5	5
SRSF5	2	2	10	5	5
SRSF6	8	7	10	5	5
SRSF7	5	4	10	5	5
SRSF9	3	2	10	5	5
SSB	31	18	10	5	5
SSBP1	14	6	10	5	5
SSBP2	1	1	9	5	4
SSR1	6	4	10	5	5
SSR3	2	2	10	5	5
SSR4	9	5	10	5	5
SSRP1	26	17	10	5	5
SSU72	2	2	10	5	5
ST13	9	7	10	5	5
ST3GAL5	3	3	10	5	5
ST7	14	10	10	5	5
ST8SIA3	2	2	9	5	4
STAG1	5	4	9	5	4
STAG2	5	4	10	5	5
STAM	4	4	10	5	5
STARD3NL	1	1	9	5	4
STAT1	1	1	9	5	4
STAT2	1	1	9	5	4
STAT3	3	3	9	5	4
STAU1	5	4	10	5	5
STAU2	4	3	10	5	5
STIM1	3	3	10	5	5
STIM2	1	1	9	5	4
STIP1	46	28	10	5	5
STK11IP	3	2	9	5	4
STK24	5	5	10	5	5
STK32C	1	1	9	5	4
STK38	1	1	8	5	3
STK39	2	2	9	5	4
STMN1	16	12	10	5	5
STMN2	3	2	10	5	5
STOML2	19	12	10	5	5
STRAP	24	14	10	5	5
STRBP	15	11	10	5	5
STRIP1	2	2	10	5	5
STRN	1	1	10	5	5
STRN3	4	4	10	5	5
STRN4	5	4	10	5	5
STS	3	3	10	5	5
STT3A	20	13	10	5	5
STT3B	11	10	10	5	5
STUB1	4	4	10	5	5
STX12	10	6	10	5	5
STX18	1	1	10	5	5
STX1A	2	2	10	5	5
STX1B	9	8	10	5	5
STX2	1	1	9	5	4
STX6	1	1	9	5	4
STX7	8	6	10	5	5
STX8	4	3	10	5	5
STXBP1	34	22	10	5	5
SUB1	14	7	10	5	5
SUCLA2	20	13	10	5	5
SUCLG1	17	8	10	5	5
SUDS3	1	1	9	5	4
SUGP2	5	4	10	5	5
SUGT1	8	6	10	5	5
SULF2	11	9	10	5	5
SULT4A1	2	1	9	5	4
SUMF2	9	8	10	5	5
SUMO1	6	5	10	5	5
SUMO2	4	2	10	5	5
SUMO3	2	1	10	5	5
SUN1	5	3	10	5	5
SUN2	25	16	10	5	5
SUOX	1	1	9	5	4
SUPT16H	43	30	10	5	5
SUPT5H	9	8	10	5	5
SUPT6H	7	7	10	5	5
SUPV3L1	7	6	10	5	5
SURF1	3	3	10	5	5
SURF4	8	3	10	5	5
SUSD2	11	8	10	5	5
SV2A	9	7	10	5	5
SVIL	2	2	10	5	5
SYMPK	8	6	10	5	5
SYN1	10	8	10	5	5
SYNCRIP	24	12	10	5	5
SYNE1	14	13	10	5	5
SYNE2	3	3	10	5	5
SYNGR1	2	2	9	5	4
SYNGR3	1	1	9	5	4
SYNJ1	10	10	10	5	5
SYNJ2BP	3	2	10	5	5
SYP	7	4	10	5	5
SYT1	28	17	10	5	5
SYT13	1	1	9	5	4
SYT2	4	4	10	5	5
SYT3	1	1	9	5	4
SYT4	4	3	10	5	5
SYT5	2	2	9	5	4
SYT6	11	10	10	5	5
SYT7	8	7	10	5	5
SYVN1	3	3	10	5	5
SZT2	2	2	10	5	5
TAC1	2	2	10	5	5
TACC2	4	3	10	5	5
TACO1	2	2	9	5	4
TADA2B	2	1	8	4	4
TAF15	2	2	10	5	5
TAF2	2	2	9	4	5
TAF5L	2	1	9	5	4
TAGLN2	3	3	9	5	4
TAGLN3	11	9	10	5	5
TALDO1	21	14	10	5	5
TAMM41	7	5	10	5	5
TANC2	5	4	10	5	5
TAOK1	14	11	10	5	5
TAOK2	4	4	10	5	5
TAPT1	2	2	10	5	5
TARBP2	3	2	10	5	5
TARDBP	13	9	10	5	5
TARS	24	19	10	5	5
TARSL2	2	2	9	5	4
TATDN1	3	3	10	5	5
TAX1BP1	3	3	10	5	5
TBC1D10B	1	1	10	5	5
TBC1D13	1	1	9	5	4
TBC1D22A	1	1	8	5	3
TBC1D24	4	4	9	5	4
TBC1D5	1	1	10	5	5
TBC1D7	1	1	10	5	5
TBC1D9	1	1	9	5	4
TBC1D9B	1	1	10	5	5
TBCA	9	7	10	5	5
TBCB	8	6	10	5	5
TBCD	16	14	10	5	5
TBCE	3	3	10	5	5
TBL1XR1	4	3	10	5	5
TBL2	2	2	10	5	5
TBL3	6	6	10	5	5
TBP	2	1	10	5	5
TBPL1	4	3	10	5	5
TBRG4	9	8	10	5	5
TCAF1	13	11	10	5	5
TCEA1	1	1	10	5	5
TCERG1	23	18	10	5	5
TCOF1	2	1	10	5	5
TCP1	40	23	10	5	5
TCP11L1	3	3	9	5	4
TDP1	1	1	8	4	4
TDRD3	2	2	9	5	4
TDRKH	1	1	9	5	4
TECPR1	1	1	8	4	4
TECPR2	1	1	9	5	4
TECR	16	10	10	5	5
TEFM	2	2	10	5	5
TERF2	3	2	10	5	5
TERF2IP	6	4	10	5	5
TEX10	23	18	10	5	5
TEX2	1	1	9	5	4
TF	17	14	10	5	5
TFAM	14	10	10	5	5
TFAP2A	1	1	8	4	4
TFB1M	2	2	10	5	5
TFB2M	1	1	10	5	5
TFCP2	8	5	10	5	5
TFDP2	1	1	8	4	4
TFG	6	4	10	5	5
TFIP11	1	1	8	4	4
TFRC	20	18	10	5	5
TGFBR1	2	2	10	5	5
TGFBRAP1	2	2	10	5	5
TGM3	1	1	8	5	3
TGOLN2	7	7	10	5	5
THAP10	2	1	10	5	5
THAP12	1	1	9	5	4
THBS1	2	2	10	5	5
THEM4	1	1	10	5	5
THEM6	4	3	9	5	4
THNSL1	7	6	10	5	5
THOC2	10	10	10	5	5
THOC3	3	3	10	5	5
THOC6	4	4	9	5	4
THOP1	7	6	10	5	5
THRAP3	3	3	10	5	5
THSD7A	3	3	10	5	5
THUMPD1	7	5	10	5	5
THUMPD2	1	1	9	5	4
THY1	4	2	10	5	5
THYN1	13	7	10	5	5
TIA1	9	6	10	5	5
TIAL1	8	5	10	5	5
TIGAR	3	3	10	5	5
TIGD1	1	1	9	5	4
TIGD2	1	1	9	5	4
TIMM10	3	3	10	5	5
TIMM10B	1	1	9	5	4
TIMM13	4	4	10	5	5
TIMM17A	3	2	9	5	4
TIMM17B	3	2	9	5	4
TIMM21	2	2	10	5	5
TIMM29	2	2	9	5	4
TIMM44	22	13	10	5	5
TIMM50	7	5	10	5	5
TIMM8A	1	1	9	5	4
TIMM8B	1	1	9	5	4
TIMM9	4	2	10	5	5
TIMMDC1	4	4	9	5	4
TIMP2	1	1	10	5	5
TIPRL	8	6	10	5	5
TJP1	2	2	9	5	4
TKFC	7	6	10	5	5
TKT	46	25	10	5	5
TLDC1	4	3	10	5	5
TLE3	2	2	10	5	5
TLN1	1	1	8	5	3
TLN2	2	2	10	5	5
TM7SF2	1	1	9	5	4
TM9SF1	4	4	10	5	5
TM9SF2	10	7	10	5	5
TM9SF3	12	7	10	5	5
TM9SF4	13	10	10	5	5
TMBIM6	1	1	10	5	5
TMCC1	2	2	8	4	4
TMCO1	1	1	9	5	4
TMED1	1	1	9	5	4
TMED10	20	10	10	5	5
TMED2	16	5	10	5	5
TMED3	3	2	10	5	5
TMED4	8	6	10	5	5
TMED5	3	2	9	5	4
TMED8	3	3	10	5	5
TMED9	6	6	10	5	5
TMEFF1	1	1	8	5	3
TMEM104	2	2	9	5	4
TMEM106B	2	1	9	5	4
TMEM109	1	1	10	5	5
TMEM11	3	3	10	5	5
TMEM120A	2	2	9	5	4
TMEM120B	2	2	9	5	4
TMEM126A	11	7	10	5	5
TMEM126B	3	2	10	5	5
TMEM130	1	1	9	5	4
TMEM131	2	2	10	5	5
TMEM132A	1	1	9	5	4
TMEM132E	1	1	10	5	5
TMEM143	3	2	10	5	5
TMEM147	3	2	9	5	4
TMEM14C	10	3	10	5	5
TMEM160	2	2	9	5	4
TMEM163	2	1	9	5	4
TMEM164	1	1	9	5	4
TMEM167A	2	2	10	5	5
TMEM167B	2	2	10	5	5
TMEM169	1	1	8	3	5
TMEM17	1	1	10	5	5
TMEM178B	1	1	9	5	4
TMEM181	2	1	10	5	5
TMEM189	1	1	9	5	4
TMEM199	3	3	10	5	5
TMEM201	3	2	10	5	5
TMEM205	4	3	9	5	4
TMEM206	1	1	9	5	4
TMEM219	1	1	9	5	4
TMEM222	1	1	9	5	4
TMEM223	1	1	9	5	4
TMEM245	3	3	9	5	4
TMEM246	4	3	10	5	5
TMEM256	2	2	10	5	5
TMEM260	2	2	10	5	5
TMEM30A	12	9	10	5	5
TMEM33	8	6	10	5	5
TMEM35A	2	1	9	5	4
TMEM38B	1	1	9	5	4
TMEM41A	1	1	9	5	4
TMEM41B	2	2	9	5	4
TMEM43	21	13	10	5	5
TMEM50A	1	1	10	5	5
TMEM50B	1	1	9	5	4
TMEM57	1	1	8	3	5
TMEM63B	4	4	10	5	5
TMEM65	5	5	10	5	5
TMEM68	2	2	9	5	4
TMEM70	5	5	10	5	5
TMEM87A	11	8	10	5	5
TMEM94	1	1	9	5	4
TMEM97	4	3	9	5	4
TMEM9B	1	1	8	5	3
TMLHE	3	3	9	5	4
TMOD2	3	3	10	5	5
TMPO	2	1	10	5	5
TMPPE	2	2	9	5	4
TMSB10	3	2	10	5	5
TMSB4X	1	1	10	5	5
TMTC3	2	2	10	5	5
TMTC4	10	9	10	5	5
TMX1	5	4	10	5	5
TMX2	5	4	10	5	5
TMX3	12	9	10	5	5
TMX4	8	7	10	5	5
TNFRSF10B	1	1	9	5	4
TNIK	4	4	9	5	4
TNPO1	20	16	10	5	5
TNPO2	7	7	10	5	5
TNPO3	13	10	10	5	5
TNRC18	2	1	10	5	5
TOLLIP	3	3	9	5	4
TOM1	1	1	10	5	5
TOM1L2	2	2	9	5	4
TOMM22	3	3	10	5	5
TOMM40	14	8	10	5	5
TOMM40L	6	5	10	5	5
TOMM5	1	1	9	5	4
TOMM7	1	1	9	5	4
TOMM70	8	6	10	5	5
TOP1	27	19	10	5	5
TOP2A	2	2	9	5	4
TOP2B	73	44	10	5	5
TOP3B	2	2	9	5	4
TOR1A	11	8	10	5	5
TOR1AIP1	7	5	10	5	5
TOR1AIP2	5	3	10	5	5
TOR1B	3	3	10	5	5
TOR2A	4	3	10	5	5
TOR3A	1	1	10	5	5
TP53BP1	8	7	10	5	5
TP53I11	5	3	10	5	5
TP53RK	3	2	10	5	5
TPD52	4	3	10	5	5
TPD52L2	2	2	10	5	5
TPI1	27	15	10	5	5
TPM1	10	9	10	5	5
TPM3	8	6	10	5	5
TPM4	17	12	10	5	5
TPP1	7	5	10	5	5
TPP2	26	22	10	5	5
TPPP	2	2	10	5	5
TPR	21	20	10	5	5
TPRKB	4	4	10	5	5
TPST1	2	2	10	5	5
TPT1	12	7	10	5	5
TRA2A	8	6	10	5	5
TRA2B	7	5	10	5	5
TRAF4	1	1	9	5	4
TRAM1	1	1	9	5	4
TRAP1	41	28	10	5	5
TRAPPC1	1	1	9	5	4
TRAPPC11	1	1	9	5	4
TRAPPC2L	2	2	9	5	4
TRAPPC3	2	2	9	5	4
TRAPPC4	4	4	10	5	5
TRAPPC5	2	2	10	5	5
TRAPPC6B	2	2	9	5	4
TRAPPC8	1	1	9	5	4
TRIM2	16	12	10	5	5
TRIM24	1	1	8	4	4
TRIM26	3	3	10	5	5
TRIM27	2	2	9	5	4
TRIM28	19	16	10	5	5
TRIM3	9	7	10	5	5
TRIM33	3	3	9	5	4
TRIM36	2	2	9	5	4
TRIM46	2	2	9	5	4
TRIM67	1	1	9	5	4
TRIM71	10	10	10	5	5
TRIO	23	19	10	5	5
TRIP12	6	5	10	5	5
TRMT1	3	3	9	5	4
TRMT10C	18	14	10	5	5
TRMT11	3	3	10	5	5
TRMT112	2	1	10	5	5
TRMT1L	2	2	9	5	4
TRMT5	4	4	10	5	5
TRMT6	6	6	10	5	5
TRMT61A	3	3	10	5	5
TRMT61B	2	2	10	5	5
TRMU	1	1	8	5	3
TRNT1	5	5	10	5	5
TROVE2	25	15	10	5	5
TRRAP	7	6	10	5	5
TRUB1	4	4	10	5	5
TSC1	3	3	10	5	5
TSC2	2	2	10	5	5
TSFM	5	4	10	5	5
TSG101	4	3	9	5	4
TSN	18	12	10	5	5
TSNAX	9	6	10	5	5
TSPAN14	2	2	9	5	4
TSPAN3	2	2	10	5	5
TSPAN7	3	2	10	5	5
TSPYL2	1	1	9	5	4
TSPYL4	2	1	10	5	5
TSR1	2	2	10	5	5
TSTA3	2	2	10	5	5
TTC1	3	3	10	5	5
TTC13	4	4	10	5	5
TTC17	9	7	10	5	5
TTC19	4	3	10	5	5
TTC37	5	5	10	5	5
TTC5	1	1	9	5	4
TTC9C	1	1	8	4	4
TTI1	3	3	9	5	4
TTLL12	3	3	10	5	5
TTYH1	2	2	9	5	4
TTYH3	10	4	10	5	5
TUBA1A	47	25	10	5	5
TUBA4A	8	5	10	5	5
TUBAL3	1	1	10	5	5
TUBB	9	4	10	5	5
TUBB1	2	2	10	5	5
TUBB2A	1	1	10	5	5
TUBB2B	15	6	10	5	5
TUBB3	21	10	10	5	5
TUBB4A	9	5	10	5	5
TUBB4B	40	20	10	5	5
TUBB6	2	1	10	5	5
TUBG1	4	4	10	5	5
TUBGCP2	1	1	10	5	5
TUBGCP6	1	1	10	5	5
TUFM	41	22	10	5	5
TUSC3	11	7	10	5	5
TWF1	3	3	10	5	5
TWF2	6	4	10	5	5
TXLNA	5	5	10	5	5
TXLNG	1	1	9	5	4
TXN	8	4	10	5	5
TXN2	1	1	10	5	5
TXNDC11	1	1	10	5	5
TXNDC12	8	5	10	5	5
TXNDC15	3	2	9	5	4
TXNDC17	3	3	10	5	5
TXNDC5	12	9	10	5	5
TXNL1	9	7	10	5	5
TXNL4A	1	1	8	4	4
TXNRD1	16	11	10	5	5
TYMS	1	1	9	5	4
U2AF2	11	9	10	5	5
U2SURP	8	7	10	5	5
UAP1L1	1	1	8	4	4
UBA1	55	35	10	5	5
UBA2	29	19	10	5	5
UBA3	5	4	10	5	5
UBA6	12	10	10	5	5
UBASH3B	2	1	9	5	4
UBE2E2	2	2	10	5	5
UBE2H	1	1	10	5	5
UBE2I	9	5	10	5	5
UBE2J1	1	1	10	5	5
UBE2K	2	2	10	5	5
UBE2L3	10	6	10	5	5
UBE2L6	2	1	9	5	4
UBE2M	4	3	10	5	5
UBE2N	13	9	10	5	5
UBE2O	11	9	10	5	5
UBE2R2	1	1	9	5	4
UBE2V1	8	7	10	5	5
UBE2V2	7	3	10	5	5
UBE2Z	2	2	9	5	4
UBE3A	10	9	10	5	5
UBE3C	2	1	8	4	4
UBE4A	2	2	9	5	4
UBE4B	3	3	9	5	4
UBFD1	3	2	10	5	5
UBL4A	1	1	9	5	4
UBL5	1	1	9	5	4
UBLCP1	6	5	10	5	5
UBP1	2	2	10	5	5
UBQLN1	2	2	10	5	5
UBQLN2	1	1	10	5	5
UBQLN4	3	2	10	5	5
UBR1	2	2	9	5	4
UBR3	1	1	9	5	4
UBR4	41	34	10	5	5
UBR5	5	5	10	5	5
UBR7	1	1	10	5	5
UBTD2	1	1	10	5	5
UBTF	15	11	10	5	5
UBXN1	3	3	10	5	5
UBXN4	1	1	9	5	4
UBXN7	1	1	9	5	4
UCHL1	17	9	10	5	5
UCHL3	4	4	10	5	5
UCHL5	6	6	10	5	5
UCK2	1	1	9	4	5
UFC1	2	2	10	5	5
UFD1	6	5	10	5	5
UFL1	3	2	10	5	5
UFM1	1	1	8	3	5
UFSP2	2	2	9	5	4
UGCG	6	5	10	5	5
UGDH	7	6	10	5	5
UGGT1	68	47	10	5	5
UGP2	22	14	10	5	5
UGT8	2	2	9	5	4
UHRF1BP1	2	2	9	5	4
UMPS	3	2	10	5	5
UNC13B	10	9	10	5	5
UNCX	1	1	8	4	4
UNG	1	1	9	5	4
UPF1	38	26	10	5	5
UPF2	5	5	10	5	5
UPF3B	1	1	9	5	4
UQCC1	4	4	10	5	5
UQCC2	4	4	10	5	5
UQCR10	5	3	10	5	5
UQCR11	1	1	10	5	5
UQCRB	8	7	10	5	5
UQCRC1	24	13	10	5	5
UQCRC2	34	17	10	5	5
UQCRFS1	18	10	10	5	5
UQCRQ	9	6	10	5	5
URB1	4	3	9	5	4
URM1	1	1	9	5	4
UROD	2	2	9	5	4
USF1	2	2	10	5	5
USMG5	5	3	10	5	5
USO1	10	10	10	5	5
USP10	2	2	10	5	5
USP11	11	9	10	5	5
USP14	16	11	10	5	5
USP15	11	10	10	5	5
USP19	5	4	10	5	5
USP24	13	11	10	5	5
USP27X	2	2	9	5	4
USP31	1	1	9	5	4
USP32	2	2	10	5	5
USP33	1	1	9	5	4
USP34	1	1	9	5	4
USP39	17	12	10	5	5
USP4	1	1	9	5	4
USP46	1	1	9	5	4
USP47	10	9	10	5	5
USP48	4	3	10	5	5
USP5	33	27	10	5	5
USP7	35	28	10	5	5
USP8	2	2	9	5	4
USP9X	27	25	10	5	5
UTP11	2	2	10	5	5
