gene	eligible_probe_n	eligible_probes
SPON2	2	1417860_a_at;1458175_at
SPOP	3	1416524_at;1416525_at;1447827_x_at
SPOPL	3	1429121_at;1435274_at;1459560_at
SPP1	1	1449254_at
SPP2	2	1418916_a_at;1446777_at
SPPL2A	3	1425193_at;1450459_at;1452225_at
SPPL2B	1	1434658_at
SPPL3	3	1422307_at;1423658_at;1451073_at
SPR	1	1432372_a_at
SPRED1	8	1423160_at;1423161_s_at;1423162_s_at;1428777_at;1443652_x_at;1445228_at;1452911_at;1460116_s_at
SPRED2	5	1423001_at;1434403_at;1436892_at;1441415_at;1441802_at
SPRED3	1	1435852_at
SPRN	1	1459019_at
SPRR1A	1	1449133_at
SPRR1B	1	1422672_at
SPRR2D	1	1420771_at
SPRR2F	1	1449833_at
SPRR2H	1	1422240_s_at
SPRR2I	1	1422963_at
SPRR2J-PS	1	1450811_at
SPRR2K	1	1422425_at
SPRR3	1	1422401_at
SPRY1	1	1415874_at
SPRY2	2	1421656_at;1436584_at
SPRY3	1	1438073_at
SPRY4	4	1422020_at;1422021_at;1440867_at;1445669_at
SPRYD3	1	1452323_at
SPRYD4	1	1452076_at
SPRYD7	1	1429723_at
SPSB1	4	1420150_at;1421474_a_at;1428472_at;1449752_at
SPSB2	2	1422106_a_at;1451585_x_at
SPSB3	1	1417891_at
SPSB4	2	1451418_a_at;1451419_at
SPTA1	2	1421277_at;1421278_s_at
SPTAN1	2	1427888_a_at;1427889_at
SPTB	2	1450556_at;1455226_at
SPTBN1	6	1419255_at;1419256_at;1441507_at;1444089_at;1451830_a_at;1452143_at
SPTBN2	1	1452269_at
SPTBN4	1	1425116_a_at
SPTLC1	4	1422690_at;1422691_at;1436726_s_at;1436727_x_at
SPTLC2	3	1435937_at;1454257_at;1460243_at
SPTLC3	2	1439492_at;1446310_at
SPTSSA	1	1448388_a_at
SPTSSB	2	1417802_at;1417803_at
SPTY2D1	4	1434885_at;1438145_at;1438146_x_at;1455130_at
SPX	1	1441161_at
SPZ1	1	1450653_at
SQLE	1	1415993_at
SQRDL	2	1420641_a_at;1430998_at
SQSTM1	2	1444021_at;1450957_a_at
SRA1	1	1437423_a_at
SRBD1	2	1436375_at;1436376_s_at
SRC	2	1423240_at;1450918_s_at
SRCAP	4	1437909_at;1439978_at;1441653_at;1457718_at
SRCIN1	2	1420706_at;1436621_at
SRD5A1	3	1431101_a_at;1438699_at;1454649_at
SRD5A2	1	1422960_at
SRD5A3	5	1423573_at;1423574_s_at;1439241_x_at;1445180_at;1456691_s_at
SREBF1	1	1426690_a_at
SREBF2	2	1426744_at;1452174_at
SREK1	5	1427134_at;1427135_at;1427136_s_at;1457392_at;1458056_at
SREK1IP1	2	1420507_a_at;1435696_s_at
SRF	2	1418255_s_at;1418256_at
SRFBP1	2	1420509_at;1420510_at
SRGAP1	2	1431719_a_at;1442175_at
SRGAP2	4	1427967_at;1429884_at;1434406_at;1434407_at
SRGAP3	2	1424588_at;1425741_at
SRGN	1	1417426_at
SRI	3	1423155_at;1450878_at;1453457_at
SRL	1	1436867_at
SRM	1	1421260_a_at
SRMS	1	1449287_at
SRP14	4	1418567_a_at;1418568_x_at;1454615_x_at;1455939_x_at
SRP19	1	1450891_at
SRP54B	1	1430476_at
SRP68	1	1433708_at
SRP72	2	1428876_at;1428877_at
SRP9	2	1417530_a_at;1448753_at
SRPK1	2	1454042_a_at;1455107_at
SRPK2	6	1417134_at;1417135_at;1417136_s_at;1431372_at;1435746_at;1448603_at
SRPK3	4	1418798_s_at;1431825_at;1432139_at;1447806_s_at
SRPR	2	1423670_a_at;1427570_at
SRPRB	3	1421012_at;1425348_a_at;1450089_a_at
SRPX	1	1451939_a_at
SRPX2	1	1427919_at
SRR	6	1419664_at;1438549_a_at;1438550_x_at;1453421_at;1455045_at;1458393_at
SRRD	2	1431144_at;1456355_s_at
SRRM1	7	1420934_a_at;1420935_a_at;1442330_at;1447447_s_at;1450045_at;1454689_at;1459828_at
SRRM2	3	1427902_at;1437638_at;1438688_at
SRRM3	3	1421472_at;1442421_at;1457087_at
SRRM3OS	1	1431590_at
SRRM4	3	1425774_at;1435062_at;1438523_x_at
SRRM4OS	1	1442388_at
SRRT	1	1417655_a_at
SRSF1	1	1428100_at
SRSF10	4	1418526_at;1418527_a_at;1423982_at;1449121_at
SRSF11	4	1427269_at;1430077_at;1439095_at;1452371_at
SRSF12	1	1437168_at
SRSF2	4	1415807_s_at;1427504_s_at;1427816_at;1452439_s_at
SRSF3	6	1416150_a_at;1416151_at;1416152_a_at;1434512_x_at;1438215_at;1454993_a_at
SRSF4	1	1448778_at
SRSF5	1	1423130_a_at
SRSF6	4	1416720_at;1416721_s_at;1447898_s_at;1448454_at
SRSF7	3	1424033_at;1424883_s_at;1436871_at
SRSF9	1	1417727_at
SRST	1	1460311_at
SRXN1	4	1419942_at;1425351_at;1426875_s_at;1451680_at
SRY	2	1450578_at;1450579_x_at
SS18	3	1419360_a_at;1419361_at;1436257_at
SS18L1	2	1436911_at;1447700_x_at
SSB	4	1416421_a_at;1416422_a_at;1416423_x_at;1453928_a_at
SSBP1	5	1427965_at;1430294_at;1444053_at;1452616_s_at;1452617_at
SSBP2	4	1429951_at;1438423_at;1449815_a_at;1451542_at
SSBP3	2	1425940_a_at;1427917_s_at
SSBP4	1	1449511_a_at
SSC4D	1	1438147_at
SSC5D	1	1439529_at
SSFA2	1	1423613_at
SSH1	4	1433874_at;1438253_at;1439237_a_at;1455854_a_at
SSH2	2	1455078_at;1456153_at
SSH3	1	1447929_at
SSMEM1	1	1454010_a_at
SSNA1	1	1448643_at
SSPN	2	1417644_at;1417645_at
SSPO	1	1457887_at
SSR1	4	1417763_at;1417764_at;1441327_a_at;1448843_at
SSR2	1	1449930_a_at
SSR3	2	1415700_a_at;1447053_x_at
SSR4	3	1427096_s_at;1435709_at;1448524_s_at
SSRP1	3	1426788_a_at;1426789_s_at;1426790_at
SSSCA1	2	1417725_a_at;1417726_at
SST	1	1417954_at
SSTR1	1	1450527_at
SSTR2	1	1422256_at
SSTR3	2	1441603_at;1450577_at
SSTR4	2	1422281_at;1457440_at
SSTR5	1	1445459_at
SSU2	1	1440642_at
SSU72	4	1425674_a_at;1431090_at;1441282_at;1446225_at
SSX2IP	4	1417514_at;1420185_at;1448743_at;1449764_x_at
ST13	3	1416851_at;1436113_a_at;1460193_at
ST14	1	1418076_at
ST18	2	1436793_at;1455123_at
ST3GAL1	2	1418946_at;1441216_at
ST3GAL2	3	1421890_at;1421891_at;1421892_at
ST3GAL3	2	1421915_a_at;1450406_a_at
ST3GAL4	1	1425668_a_at
ST3GAL5	2	1449198_a_at;1460241_a_at
ST3GAL6	5	1443740_at;1447841_x_at;1449078_at;1449079_s_at;1454246_at
ST5	1	1428372_at
ST6GAL1	2	1420927_at;1420928_at
ST6GAL2	1	1434819_at
ST6GALNAC1	2	1421517_at;1431249_at
ST6GALNAC2	2	1417616_at;1417617_at
ST6GALNAC3	3	1420902_at;1420903_at;1440121_at
ST6GALNAC4	2	1418074_at;1418075_at
ST6GALNAC5	2	1419420_at;1449468_at
ST6GALNAC6	1	1423115_at
ST7	1	1418967_a_at
ST7L	3	1427916_at;1444560_at;1456363_at
ST8SIA1	3	1419694_at;1419695_at;1455695_at
ST8SIA2	2	1420377_at;1449843_at
ST8SIA3	2	1440029_at;1451008_at
ST8SIA4	2	1419186_a_at;1430391_a_at
ST8SIA5	1	1421735_a_at
ST8SIA6	3	1438566_at;1456147_at;1456440_s_at
STAB1	1	1450199_a_at
STAB2	1	1419423_at
STAC	1	1418957_at
STAC2	1	1424581_at
STAC3	1	1458087_at
STAG1	6	1421939_a_at;1421940_at;1431921_a_at;1434189_at;1441724_at;1450420_at
STAG2	2	1421849_at;1450396_at
STAG3	1	1460229_at
STAM	4	1416861_at;1416862_at;1457828_at;1459427_at
STAM2	6	1416974_at;1416975_at;1416976_at;1416977_at;1440034_at;1453338_at
STAMBP	2	1416317_a_at;1431962_a_at
STAMBPL1	2	1418546_a_at;1430367_at
STAMOS	1	1441720_at
STAP1	1	1421098_at
STAP2	2	1424148_a_at;1451261_s_at
STAR	3	1418728_at;1418729_at;1449201_at
STARD10	1	1448956_at
STARD13	1	1452604_at
STARD3	1	1417405_at
STARD3NL	1	1430274_a_at
STARD4	3	1429239_a_at;1429240_at;1455011_at
STARD5	4	1422821_s_at;1422822_at;1441828_at;1450769_s_at
STARD6	1	1426317_at
STARD7	2	1445024_at;1449628_s_at
STARD8	1	1427072_at
STARD9	2	1436324_at;1459437_at
STAT1	4	1420915_at;1440481_at;1450033_a_at;1450034_at
STAT2	2	1421911_at;1450403_at
STAT3	4	1424272_at;1426587_a_at;1459961_a_at;1460700_at
STAT4	1	1448713_at
STAT5A	2	1421469_a_at;1450259_a_at
STAT5B	2	1422102_a_at;1422103_a_at
STAT6	2	1421708_a_at;1426353_at
STAU1	3	1422766_at;1435347_at;1450741_at
STAU2	3	1425533_a_at;1425534_at;1450916_at
STBD1	1	1434442_at
STC1	2	1421984_at;1450448_at
STC2	3	1419503_at;1445186_at;1449484_at
STEAP1	2	1424938_at;1451532_s_at
STEAP2	5	1428636_at;1438773_at;1442359_at;1444290_at;1446071_at
STEAP3	3	1423468_at;1430355_a_at;1453498_x_at
STEAP4	2	1425829_a_at;1460197_a_at
STFA2L1	1	1442339_at
STFA3	1	1419709_at
STIL	1	1427707_a_at
STIM1	2	1436945_x_at;1448320_at
STIM2	2	1434219_at;1441024_at
STIP1	1	1415909_at
STK10	1	1417751_at
STK11	2	1418644_a_at;1448062_at
STK11IP	1	1431792_a_at
STK16	1	1426160_a_at
STK17B	3	1423452_at;1430165_at;1450997_at
STK19	1	1417334_at
STK24	2	1426247_at;1426248_at
STK25	1	1416770_at
STK26	2	1419032_at;1419033_at
STK3	3	1418512_at;1418513_at;1449114_at
STK31	2	1425317_x_at;1454138_a_at
STK32A	1	1456818_at
STK32B	2	1431236_at;1452420_at
STK32C	1	1423530_at
STK33	1	1452892_at
STK35	2	1431107_at;1439802_at
STK36	2	1434733_at;1453584_at
STK38	3	1416252_at;1431303_at;1439938_at
STK38L	3	1435877_at;1435878_at;1455183_at
STK39	3	1419550_a_at;1419551_s_at;1431434_at
STK4	3	1421107_at;1434159_at;1436015_s_at
STK40	1	1429650_at
STMN1	2	1415849_s_at;1448113_at
STMN2	2	1423280_at;1423281_at
STMN3	2	1435113_x_at;1460181_at
STMN4	1	1418105_at
STMND1	1	1446591_at
STOM	6	1419097_a_at;1419098_at;1419099_x_at;1438910_a_at;1449341_a_at;1452522_at
STOML1	1	1452738_at
STOML2	1	1448774_at
STOML3	2	1441036_at;1447847_x_at
STON1	2	1439213_at;1453376_at
STON2	2	1435657_at;1459153_at
STOX1	1	1456883_at
STOX2	6	1429401_at;1436166_at;1441953_at;1447624_s_at;1457778_at;1459157_at
STPG1	2	1430682_at;1454096_a_at
STPG3	1	1430424_at
STRA13	1	1416553_at
STRA6	1	1422723_at
STRA6L	1	1453234_at
STRA8	1	1420568_at
STRADA	4	1428188_at;1433185_at;1433186_at;1438591_at
STRADB	2	1433544_at;1442452_at
STRAP	3	1416566_at;1419912_s_at;1419913_at
STRBP	7	1421125_at;1426411_a_at;1442465_s_at;1444001_at;1452061_s_at;1455146_at;1457218_at
STRC	1	1421695_at
STRIP1	2	1454644_at;1457513_at
STRIP2	1	1433847_at
STRM	1	1421718_at
STRN	3	1422036_at;1455022_at;1455156_at
STRN3	3	1423535_at;1423536_at;1441266_at
STRN4	1	1426209_at
STS	1	1421500_at
STT3A	4	1423033_at;1441417_at;1450841_at;1455824_x_at
STT3B	2	1426342_at;1426343_at
STUB1	2	1416580_a_at;1434412_x_at
STUM	1	1440534_at
STX11	2	1453228_at;1457780_at
STX12	2	1435982_at;1448936_at
STX16	1	1429237_at
STX17	4	1427924_at;1427925_at;1428917_at;1431929_a_at
STX18	5	1425011_x_at;1429288_x_at;1431295_a_at;1435102_a_at;1453819_x_at
STX19	1	1425290_at
STX1A	2	1437390_x_at;1448366_at
STX1B	3	1421673_s_at;1438780_at;1450349_at
STX2	1	1418164_at
STX3	4	1425530_a_at;1425536_at;1426151_a_at;1434559_at
STX4A	1	1451573_a_at
STX5A	2	1448267_at;1449679_s_at
STX6	6	1423038_at;1431646_a_at;1440585_at;1441133_at;1450844_at;1460004_x_at
STX7	1	1418436_at
STX8	3	1418088_a_at;1418089_at;1453631_at
STXBP1	2	1420505_a_at;1420506_a_at
STXBP2	3	1416449_x_at;1437048_x_at;1448341_a_at
STXBP3	2	1416653_at;1435058_x_at
STXBP4	4	1442267_at;1451063_at;1453989_at;1455706_at
STXBP5	3	1430301_at;1435398_at;1453021_at
STXBP5L	3	1444077_at;1445297_at;1447922_at
STXBP6	2	1425749_at;1435396_at
STYK1	1	1437190_at
STYX	4	1421664_a_at;1429710_at;1429711_at;1431048_at
STYXL1	1	1422299_a_at
SUB1	2	1422692_at;1422693_a_at
SUCLA2	3	1430402_at;1447056_at;1452206_at
SUCLG1	1	1415891_at
SUCLG2	2	1427441_a_at;1435841_s_at
SUCNR1	1	1418804_at
SUCO	4	1427430_at;1455133_s_at;1457584_at;1460573_at
SUDS3	2	1427896_at;1427897_s_at
SUFU	3	1420848_at;1431713_at;1450024_at
SUGCT	2	1421422_at;1442191_at
SUGP1	2	1424381_at;1444699_at
SUGP2	3	1435798_a_at;1435799_at;1436005_at
SUGT1	2	1426424_at;1426425_at
SULF1	3	1436319_at;1438200_at;1446416_at
SULF2	3	1430388_a_at;1442408_at;1447602_x_at
SULT1A1	1	1427345_a_at
SULT1B1	1	1418940_at
SULT1C1	1	1420470_at
SULT1C2	1	1449409_at
SULT1D1	2	1418138_at;1448973_at
SULT1E1	1	1420447_at
SULT2A2	1	1419528_at
SULT2A8	1	1428981_at
SULT2B1	1	1417335_at
SULT3A1	1	1421669_at
SULT4A1	2	1421606_a_at;1433714_at
SULT5A1	1	1449816_at
SULT6B1	1	1439759_x_at
SUMF1	2	1424603_at;1424604_s_at
SUMF2	2	1429713_at;1429714_at
SUMO1	4	1438289_a_at;1444557_at;1451005_at;1456349_x_at
SUMO3	2	1422457_s_at;1439372_at
SUN1	2	1426666_a_at;1426667_a_at
SUN2	2	1433832_at;1439238_at
SUN3	1	1439801_at
SUN5	1	1429912_at
SUOX	1	1451339_at
SUPT16	2	1419741_at;1449578_at
SUPT20	7	1421070_at;1434686_at;1435905_at;1443000_at;1443747_at;1449738_s_at;1450116_at
SUPT3	1	1434963_at
SUPT5	1	1424255_at
SUPT6	2	1417628_at;1430458_at
SUPT7L	3	1429876_at;1433373_at;1433374_at
SUPV3L1	2	1432623_at;1460557_at
SURF1	1	1450561_a_at
SURF2	2	1433609_s_at;1453117_at
SURF4	5	1416213_x_at;1434589_x_at;1436797_a_at;1448255_a_at;1455822_x_at
SURF6	2	1416864_at;1459331_at
SUSD1	1	1458245_at
SUSD2	1	1426511_at
SUSD3	2	1428975_at;1453648_at
SUSD4	2	1424221_at;1460593_at
SUSD5	2	1437387_at;1438636_s_at
SUSD6	1	1454606_at
SUV39H1	2	1427382_a_at;1432236_a_at
SUV39H2	3	1422979_at;1433996_at;1436561_at
SUV420H1	5	1425740_at;1434999_at;1442764_at;1451817_at;1455171_at
SUV420H2	1	1424059_at
SUZ12	6	1420020_at;1420021_s_at;1420022_s_at;1427253_s_at;1449661_at;1452364_at
SV2A	1	1423406_at
SV2B	2	1434800_at;1435687_at
SV2C	1	1453715_at
SVA	1	1420359_at
SVAL1	1	1420400_at
SVAL2	1	1450809_at
SVBP	1	1425616_a_at
SVEP1	1	1419182_at
SVIL	2	1460694_s_at;1460735_at
SVIP	2	1429146_at;1453049_at
SVOP	1	1452663_at
SVOPL	1	1457352_x_at
SVS2	2	1422427_a_at;1456188_at
SVS3A	1	1417993_at
SVS4	1	1427222_a_at
SVS5	5	1419346_a_at;1419347_x_at;1427220_a_at;1438616_x_at;1456124_x_at
SVS6	1	1418548_at
SWAP70	2	1423543_at;1434225_at
SWI5	1	1433480_at
SWSAP1	1	1452201_at
SWT1	2	1428654_at;1452859_at
SYAP1	2	1416472_at;1441906_x_at
SYBU	1	1438667_at
SYCE1	1	1428685_at
SYCE1L	1	1432442_at
SYCE2	1	1429270_a_at
SYCE3	1	1435412_at
SYCN	2	1434803_a_at;1451228_a_at
SYCP1	1	1427291_at
SYCP2	1	1444122_at
SYCP2L	1	1457959_at
SYCP3	1	1449534_at
SYDE1	1	1431798_a_at
SYDE2	1	1437424_at
SYF2	1	1424104_at
SYK	4	1418261_at;1418262_at;1425797_a_at;1457239_at
SYMPK	2	1428673_at;1459000_at
SYN1	1	1451484_a_at
SYN2	6	1428460_at;1435511_at;1440762_at;1449030_at;1458105_at;1460230_at
SYN3	3	1421248_at;1435310_at;1435311_s_at
SYNC	3	1422118_at;1432349_a_at;1432350_at
SYNCRIP	5	1422768_at;1422769_at;1426402_at;1428546_at;1450743_s_at
SYNDIG1	1	1437392_at
SYNDIG1L	2	1438355_at;1458342_at
SYNE1	3	1421545_a_at;1455225_at;1455493_at
SYNE2	4	1427982_s_at;1438585_at;1442285_at;1444074_at
SYNE3	1	1440402_at
SYNE4	2	1427175_at;1427176_s_at
SYNGR1	3	1419289_a_at;1434661_at;1453772_at
SYNGR2	2	1417081_a_at;1448577_x_at
SYNGR3	2	1416098_at;1448216_at
SYNGR4	1	1418875_at
SYNJ1	4	1436333_a_at;1436334_at;1439997_at;1454961_at
SYNJ2	6	1425217_a_at;1427652_x_at;1427685_a_at;1431697_at;1431828_a_at;1452344_at
SYNJ2BP	4	1417834_at;1428015_at;1431507_a_at;1448853_at
SYNM	2	1455610_at;1457275_at
SYNPO	2	1427045_at;1434089_at
SYNPO2	4	1435399_at;1441206_at;1450828_at;1452879_at
SYNPO2L	4	1428295_at;1447657_s_at;1447658_x_at;1458691_at
SYNPR	1	1423640_at
SYNRG	2	1435215_at;1457695_at
SYP	2	1448280_at;1456249_x_at
SYPL	7	1422879_at;1422880_at;1422881_s_at;1422882_at;1435081_at;1435082_at;1445158_at
SYPL2	3	1432823_at;1449206_at;1454371_at
SYS1	5	1420958_at;1438206_a_at;1443883_at;1447290_at;1450057_at
SYT1	4	1421990_at;1431191_a_at;1433884_at;1438282_at
SYT10	1	1450347_at
SYT11	5	1429314_at;1429315_at;1449264_at;1455176_a_at;1456464_x_at
SYT12	1	1422878_at
SYT13	2	1434470_at;1451045_at
SYT14	1	1460595_at
SYT16	1	1434429_at
SYT17	2	1422955_at;1433909_at
SYT2	3	1420418_at;1440323_at;1449866_at
SYT3	1	1417708_at
SYT4	2	1415844_at;1415845_at
SYT5	1	1422531_at
SYT6	4	1420188_at;1426106_a_at;1449766_at;1449767_x_at
SYT7	4	1423012_at;1439633_at;1441927_at;1460081_at
SYT8	1	1450800_at
SYT9	1	1423258_at
SYTL1	1	1450240_a_at
SYTL2	1	1421594_a_at
SYTL4	2	1417336_a_at;1425998_at
SYVN1	2	1428070_at;1443609_s_at
SZRD1	2	1434482_at;1454981_at
SZT2	2	1435279_at;1440819_s_at
T	1	1419304_at
T2	1	1421558_at
TAAR1	1	1422355_at
TAB1	2	1426898_at;1447692_x_at
TAB2	2	1423462_at;1451003_at
TAB3	1	1428762_at
TAC1	2	1416783_at;1431883_at
TAC2	1	1419411_at
TAC4	1	1420458_at
TACC1	3	1429590_at;1429591_at;1454909_at
TACC2	1	1425745_a_at
TACC3	3	1417450_a_at;1436872_at;1455834_x_at
TACO1OS	1	1453832_at
TACR1	1	1422282_at
TACR2	1	1422234_at
TACR3	3	1437029_at;1440803_x_at;1450278_at
TACSTD2	1	1423323_at
TADA1	2	1424427_at;1459380_at
TADA2A	1	1452310_at
TADA2B	1	1434569_at
TADA3	2	1417467_a_at;1448719_at
TAF1	2	1447417_at;1455513_at
TAF10	2	1448784_at;1455625_at
TAF11	1	1451995_at
TAF12	1	1423398_at
TAF13	1	1448707_at
TAF15	2	1438130_at;1453504_at
TAF1A	1	1419702_at
TAF1B	1	1431345_a_at
TAF1C	1	1423483_s_at
TAF1D	7	1430147_a_at;1430271_x_at;1436558_at;1442289_at;1452635_x_at;1452987_at;1457292_at
TAF2	2	1434238_at;1457351_at
TAF3	1	1440187_at
TAF4	2	1427460_at;1452438_s_at
TAF4B	3	1431193_at;1435302_at;1435303_at
TAF5	1	1435474_at
TAF5L	1	1448195_at
TAF6	1	1418593_at
TAF6L	1	1452600_at
TAF7	3	1423169_at;1423170_at;1441982_at
TAF7L	1	1420433_at
TAF8	2	1416450_at;1416451_s_at
TAF9B	2	1434960_at;1447829_x_at
TAGLN	1	1423505_at
TAGLN2	3	1420245_x_at;1426529_a_at;1439407_x_at
TAGLN3	1	1450683_at
TAL1	1	1449389_at
TAL2	2	1450517_at;1460309_at
TALDO1	1	1425129_a_at
TAMM41	2	1428684_at;1437677_at
TANC1	2	1446029_at;1452714_at
TANC2	3	1435078_at;1436513_at;1443123_at
TANGO2	2	1446626_at;1448900_at
TANGO6	1	1435883_at
TANK	2	1421640_a_at;1441513_at
TAOK1	7	1424657_at;1424658_at;1426357_at;1426358_at;1455432_at;1456975_at;1459770_at
TAOK2	3	1438208_at;1443642_at;1456826_at
TAOK3	4	1435964_a_at;1444881_at;1448019_at;1455733_at
TAP1	4	1416016_at;1420274_at;1448177_at;1449803_x_at
TAP2	1	1453913_a_at
TAPBP	2	1421812_at;1450378_at
TAPBPL	2	1424961_at;1451544_at
TAPT1	2	1435150_at;1454730_at
TARBP2	2	1423616_at;1438952_x_at
TARDBP	5	1423723_s_at;1428467_at;1434419_s_at;1436318_at;1455655_a_at
TARS	1	1460323_at
TARS2	2	1431125_a_at;1436856_x_at
TARSL2	1	1434738_at
TAS1R1	1	1420432_at
TAS1R2	1	1450313_at
TAS1R3	1	1420778_at
TAS2R105	1	1422389_at
TAS2R108	1	1450605_at
TAS2R119	1	1450585_at
TASP1	2	1424810_at;1451998_at
TAT	1	1451557_at
TATDN1	5	1438513_at;1439996_at;1444644_x_at;1448033_at;1458679_a_at
TATDN2	1	1454769_at
TATDN3	2	1428769_at;1447733_x_at
TAX1BP1	4	1420174_s_at;1420175_at;1442901_at;1448399_at
TAX1BP3	1	1424169_at
TAZ	2	1416207_at;1453785_at
TBATA	4	1425957_x_at;1427130_x_at;1429956_at;1450281_a_at
TBC1D1	4	1419446_at;1419447_s_at;1419448_at;1447016_at
TBC1D10A	2	1445667_at;1448587_at
TBC1D10B	1	1424236_at
TBC1D10C	1	1454850_at
TBC1D12	2	1435675_at;1444221_at
TBC1D13	1	1424082_at
TBC1D14	2	1420196_s_at;1449772_at
TBC1D15	3	1416060_at;1416061_at;1416062_at
TBC1D16	2	1435763_at;1442149_at
TBC1D17	1	1423659_a_at
TBC1D19	2	1424918_at;1457190_at
TBC1D2	1	1456792_at
TBC1D20	3	1426644_at;1447688_at;1452140_at
TBC1D21	1	1429408_at
TBC1D22A	2	1423776_s_at;1451107_at
TBC1D22B	1	1436053_at
TBC1D22BOS	1	1431583_at
TBC1D23	3	1426899_at;1439090_at;1452228_at
TBC1D24	3	1438424_at;1442325_at;1448028_at
TBC1D25	1	1456113_at
TBC1D2B	1	1428508_at
TBC1D30	2	1430607_at;1439634_at
TBC1D31	3	1434241_at;1444689_at;1458158_at
TBC1D32	1	1440928_at
TBC1D4	2	1435292_at;1455903_at
TBC1D5	4	1430808_at;1439544_at;1443896_at;1447200_at
TBC1D7	2	1428598_at;1457436_at
TBC1D8	2	1416996_at;1455683_a_at
TBC1D8B	2	1421636_at;1430133_at
TBC1D9	2	1431253_s_at;1455015_at
TBC1D9B	3	1428596_at;1428597_at;1459974_x_at
TBCA	4	1417652_a_at;1434588_x_at;1437907_a_at;1456205_x_at
TBCB	1	1448533_at
TBCC	2	1424644_at;1451423_at
TBCCD1	2	1430601_at;1436752_at
TBCD	2	1452194_at;1455801_x_at
TBCE	1	1428282_at
TBCEL	2	1434330_at;1454930_at
TBCK	2	1431243_at;1441980_at
TBK1	2	1422469_at;1460315_s_at
TBKBP1	2	1431389_at;1435183_at
TBL1X	3	1434643_at;1434644_at;1455042_at
TBL1XR1	6	1422761_at;1434839_s_at;1442312_at;1450739_at;1455109_at;1457186_at
TBL2	4	1421927_at;1434224_at;1436603_at;1450412_at
TBL3	3	1415750_at;1447660_at;1447782_x_at
TBP	2	1426469_a_at;1426470_at
TBPL1	2	1431415_a_at;1434907_at
TBR1	1	1416711_at
TBRG1	1	1452648_at
TBRG3	1	1456671_at
TBRG4	4	1417658_at;1442793_s_at;1448795_a_at;1448796_s_at
TBX1	1	1425779_a_at
TBX15	2	1418755_at;1422195_s_at
TBX18	2	1429974_at;1449871_at
TBX19	2	1422085_at;1422086_at
TBX2	1	1422545_at
TBX20	3	1422219_a_at;1425158_at;1453351_at
TBX21	1	1449361_at
TBX22	1	1438586_at
TBX3	5	1437479_x_at;1439567_at;1444594_at;1445757_at;1448029_at
TBX4	2	1426321_at;1456033_at
TBX5	2	1425694_at;1425695_at
TBX6	1	1449868_at
TBXA2R	1	1419222_at
TBXAS1	1	1416827_at
TC2N	4	1425783_at;1439045_x_at;1443933_at;1451838_a_at
TCAF1	5	1428540_at;1428541_at;1430436_at;1437639_at;1453437_at
TCAF2	1	1424761_at
TCAIM	1	1455118_at
TCAM1	2	1421540_at;1435410_at
TCAP	1	1423145_a_at
TCEA1	2	1419257_at;1419258_at
TCEA2	2	1418107_at;1440791_x_at
TCEA3	1	1424531_a_at
TCEAL1	1	1424634_at
TCEAL7	1	1435585_at
TCEAL8	1	1418171_at
TCEANC	1	1435236_at
TCEANC2	2	1418662_at;1431067_at
TCEB1	4	1427914_a_at;1427915_s_at;1436226_at;1452593_a_at
TCEB2	2	1428263_a_at;1436949_a_at
TCEB3	3	1422591_at;1434117_at;1450676_at
TCERG1	3	1421033_a_at;1434434_s_at;1450100_a_at
TCERG1L	2	1431835_at;1457133_at
TCF12	5	1421908_a_at;1427670_a_at;1439209_at;1439619_at;1446294_at
TCF15	1	1449592_at
TCF19	2	1423809_at;1443795_at
TCF20	2	1421909_at;1421910_at
TCF21	2	1417447_at;1458887_at
TCF23	1	1421078_at
TCF24	1	1439816_at
TCF25	5	1424053_a_at;1437204_a_at;1437205_at;1451081_a_at;1460109_at
TCF3	3	1426297_at;1427764_a_at;1452542_x_at
TCF4	6	1416723_at;1416724_x_at;1416725_at;1424089_a_at;1434148_at;1434149_at
TCF7	2	1433471_at;1450461_at
TCF7L1	2	1436207_at;1450117_at
TCF7L2	4	1425229_a_at;1426639_a_at;1429427_s_at;1429428_at
TCFL5	1	1456515_s_at
TCHH	1	1434425_at
TCHHL1	1	1429944_at
TCHP	1	1438293_at
TCIRG1	1	1420635_a_at
TCL1	1	1422458_at
TCL1B1	1	1448981_x_at
TCL1B4	1	1420423_at
TCN2	5	1441850_x_at;1447800_x_at;1447842_x_at;1448200_at;1457825_x_at
TCOF1	3	1423600_a_at;1423601_s_at;1424643_at
TCP1	1	1448122_at
TCP11	1	1420730_a_at
TCP11L2	1	1454646_at
TCP11X2	2	1447007_at;1453339_at
TCRA	1	1443140_at
TCRB-J	10	1426158_at;1426159_x_at;1426772_x_at;1427184_at;1427656_at;1427666_a_at;1427667_s_at;1427752_a_at;1427765_a_at;1431653_at
TCRG-V1	1	1427608_a_at
TCRG-V4	3	1422189_x_at;1427802_a_at;1450521_a_at
TCSTV1	1	1420729_at
TCSTV3	1	1451852_at
TCTA	4	1420123_at;1420124_s_at;1420125_at;1424068_at
TCTE1	1	1419344_at
TCTE2	2	1425009_at;1430773_a_at
TCTEX1D1	1	1449831_at
TCTEX1D2	2	1428972_at;1428973_s_at
TCTEX1D4	1	1436653_at
TCTN1	1	1429066_at
TCTN2	1	1423224_at
