gene	n_control	n_knockdown	log2_difference	ratio	standard_error	df	ci_low	ci_high	p_two_sided	FDR_BH	precursor_features	peptide_backbones	runs_observed	control_runs	knockdown_runs
TRIM28	5	5	0.560094556753	1.47436584664	0.269103778239	6.68079906427	-0.0824502039797	1.20263931749	0.0778388633451	0.190432314084	19	16	10	5	5
TRIM3	5	5	-0.16335125463	0.8929484187	0.143593256448	7.90255558857	-0.495189953631	0.16848744437	0.288601937003	0.439974091863	9	7	10	5	5
TRIM33	5	4	0.608944146907	1.52514260711	0.342001608065	4.49497655388	-0.300755308205	1.51864360202	0.141651412331	0.275307850506	3	3	9	5	4
TRIM36	5	4	0.361673592424	1.28491559437	0.241320105617	5.8034757654	-0.233696517882	0.957043702731	0.186241433502	0.327284671579	2	2	9	5	4
TRIM46	5	4	-0.541003280026	0.687292785196	0.236556724376	6.9955232357	-1.10044362164	0.0184370615863	0.0560789623429	0.157349782502	2	2	9	5	4
TRIM67	5	4	-0.814355642504	0.568662414207	0.229412188667	6.02401604752	-1.37516500706	-0.253546277947	0.0119953899557	0.0697309331059	1	1	9	5	4
TRIM71	5	5	0.198268152673	1.14732025599	0.107487078444	5.48216177732	-0.0708844642616	0.467420769607	0.119272360674	0.248781229988	10	10	10	5	5
TRIO	5	5	-0.290357664933	0.81769931396	0.112752935528	7.53395368967	-0.553192825059	-0.0275225048073	0.034523912822	0.119430499034	23	19	10	5	5
TRIP12	5	5	0.867852844132	1.82494482199	0.276783255881	7.99913976637	0.229577563721	1.50612812454	0.0139013014061	0.0739490219847	6	5	10	5	5
TRMT1	5	4	1.26534795813	2.40385180501	0.320131034845	6.9072596156	0.506293097503	2.02440281875	0.00566330426442	0.0499229610484	3	3	9	5	4
TRMT10C	5	5	-0.271694432224	0.828346089309	0.168900313012	6.33975770936	-0.679668651767	0.136279787319	0.156176714425	0.29305871829	18	14	10	5	5
TRMT11	5	5	0.349725890271	1.27431848586	0.400624857479	4.46746182289	-0.718155317368	1.41760709791	0.427109462589	0.56961900907	3	3	10	5	5
TRMT112	5	5	-0.336821028068	0.791784083675	0.168956561052	4.83084526991	-0.775751973401	0.102109917265	0.104780795857	0.228672554481	2	1	10	5	5
TRMT1L	5	4	-0.221873903302	0.857450977636	0.354890342359	6.60795284744	-1.07125548604	0.627507679438	0.552813452523	0.678653717192	2	2	9	5	4
TRMT5	5	5	0.357174181158	1.28091450087	0.123471483734	7.64719121166	0.0701456375091	0.644202724807	0.0211015249219	0.0924164843911	4	4	10	5	5
TRMT6	5	5	-0.0537348485641	0.963438947201	0.328701348729	4.26394852729	-0.944502197207	0.837032500079	0.877602337629	0.920869840506	6	6	10	5	5
TRMT61A	5	5	-0.150540348141	0.900912970756	0.118157846849	6.55511558204	-0.43382961531	0.132748919028	0.245948233672	0.391624596574	3	3	10	5	5
TRMT61B	5	5	0.0302880231161	1.02121598338	0.285460753038	6.5533248507	-0.654159113668	0.7147351599	0.918675467829	0.950928186181	2	2	10	5	5
TRNT1	5	5	0.678081714427	1.60001087891	0.212223720858	6.46974569438	0.167793044333	1.18837038452	0.0168764836259	0.0813415180651	5	5	10	5	5
TROVE2	5	5	-0.273346382056	0.82739813911	0.26553892116	4.20528251073	-0.996621743046	0.449928978935	0.358814642624	0.50814966932	25	15	10	5	5
TRRAP	5	5	-0.198508024892	0.871451316101	0.599569346106	4.05027376972	-1.85506205006	1.45804600028	0.757002833906	0.836970535232	7	6	10	5	5
TRUB1	5	5	0.0749444316635	1.05332046439	0.225873679773	5.86861725638	-0.480761780574	0.630650643901	0.751570088805	0.833620032112	4	4	10	5	5
TSC1	5	5	0.707585692285	1.6330689363	0.333495312204	4.21905393943	-0.199690807838	1.61486219241	0.0975590876665	0.218189908014	3	3	10	5	5
TSC2	5	5	-0.123552820459	0.917924359191	0.358874791895	5.46711881733	-1.02285885395	0.77575321303	0.743488673926	0.827504911937	2	2	10	5	5
TSFM	5	5	0.179791274145	1.13271999407	0.18621371149	4.10240525751	-0.332170646691	0.69175319498	0.387691816362	0.534008483545	5	4	10	5	5
TSG101	5	4	0.00694949430539	1.00482864289	0.1541116046	5.94702591232	-0.370963760104	0.384862748715	0.965508461092	0.981611148971	4	3	9	5	4
TSN	5	5	-0.913781882821	0.530791847399	0.229843837846	4.54740945253	-1.52274696373	-0.304816801913	0.0127833002372	0.0713681526859	18	12	10	5	5
TSNAX	5	5	0.679317033382	1.6013814875	0.247837372568	4.67874136681	0.0288458533476	1.32978821342	0.043739665299	0.137498000114	9	6	10	5	5
TSPAN14	5	4	-1.1730217865	0.443491455249	0.21565965839	6.05096116232	-1.6996465234	-0.646397049607	0.00156031791905	0.0325820857019	2	2	9	5	4
TSPAN3	5	5	-1.12161658254	0.459578565284	0.414935232078	6.37087578211	-2.1227698412	-0.120463323878	0.033397394653	0.117359656808	2	2	10	5	5
TSPAN7	5	5	-0.776962320105	0.583594292858	0.61817775	4.50519208151	-2.41999608974	0.866071449532	0.270025890705	0.419595863923	3	2	10	5	5
TSPYL2	5	4	-0.35923757469	0.779576455891	0.105195070928	6.09720740125	-0.615649143056	-0.102826006323	0.0138795364183	0.0739204117863	1	1	9	5	4
TSPYL4	5	5	-0.952669647931	0.516675489997	0.807051497844	7.92729888945	-2.81670880609	0.911369510227	0.272033432611	0.42139029483	2	1	10	5	5
TSR1	5	5	1.40609825328	2.65019451675	0.598390098466	6.54529339832	-0.0290424544965	2.84123896105	0.0535793250697	0.15385389886	2	2	10	5	5
TSTA3	5	5	-0.215017644283	0.861535622994	0.282743411536	7.86027106959	-0.869048119405	0.43901283084	0.469168730257	0.606424109509	2	2	10	5	5
TTC1	5	5	0.0607789905475	1.04302879754	0.408773271192	5.23962653507	-0.975715176133	1.09727315723	0.887355404243	0.927661698388	3	3	10	5	5
TTC13	5	5	-0.217044748139	0.860325945428	0.359957379122	4.41268097036	-1.18064314036	0.746553644083	0.576157741978	0.698061799023	4	4	10	5	5
TTC17	5	5	-0.103266097425	0.930923100181	0.361944340554	4.61590749404	-1.0574490829	0.850916888051	0.787761174272	0.857526702978	9	7	10	5	5
TTC19	5	5	0.862069174574	1.81764338346	0.24712200217	7.99556722276	0.292149818212	1.43198853094	0.00822439312831	0.0583360719156	4	3	10	5	5
TTC37	5	5	0.0982522031009	1.07047581609	0.176562244967	7.88173833057	-0.309966896575	0.506471302777	0.593330135191	0.712786215671	5	5	10	5	5
TTC5	5	4	4.78636101704	27.5954980173	1.44011804938	6.0802889447	1.27376779963	8.29895423445	0.0156221098209	0.0783885844296	1	1	9	5	4
TTC9C	4	4	0.107916244255	1.077670579	0.534139794829	4.05136150362	-1.3677081833	1.58354067181	0.849627890005	0.901380858846	1	1	8	4	4
TTI1	5	4	0.719498297175	1.64660932015	0.164093084404	4.4167985495	0.280367712699	1.15862888165	0.00946808509728	0.0615425531323	3	3	9	5	4
TTLL12	5	5	0.623475689869	1.54058223027	0.422964418931	6.53808553868	-0.391180264997	1.63813164473	0.186913883202	0.327698611397	3	3	10	5	5
TTYH1	5	4	-1.3412632794	0.394674912011	0.208048734643	6.30409286248	-1.84444646167	-0.838080097132	0.000540616746345	0.0238239344339	2	2	9	5	4
TTYH3	5	5	-0.352472913705	0.7832403996	0.446460664023	4.39156211839	-1.54965155577	0.844705728361	0.470281396227	0.60751414043	10	4	10	5	5
TUBA1A	5	5	-0.515805431759	0.699402359508	0.238088163291	4.70597579591	-1.13951266625	0.10790180273	0.0859297969547	0.202734996895	47	25	10	5	5
TUBA4A	5	5	-0.493642404494	0.710229699476	0.148452181567	7.48624434495	-0.840106470139	-0.147178338849	0.0114991290694	0.0684334712822	8	5	10	5	5
TUBAL3	5	5	-1.17333449977	0.443395336091	0.275920490294	7.27872338734	-1.82075205013	-0.525916949416	0.00345996003471	0.0399178509376	1	1	10	5	5
TUBB	5	5	-0.307319178767	0.808142057405	0.245957841057	4.36271631456	-0.968388893031	0.353750535497	0.27433048612	0.42394820928	9	4	10	5	5
TUBB1	5	5	1.47490487393	2.7796531534	0.560089735685	7.34362431934	0.162962928195	2.78684681966	0.0323400459468	0.11569067983	2	2	10	5	5
TUBB2A	5	5	-0.0928715237808	0.937654593627	0.236250923476	5.79385368433	-0.675979333081	0.49023628552	0.708296697734	0.804210018494	1	1	10	5	5
TUBB2B	5	5	-0.323467019378	0.799147094041	0.135299334224	7.31859802973	-0.640597285847	-0.00633675290836	0.04660570006	0.141670022217	15	6	10	5	5
TUBB3	5	5	-0.47130887826	0.721309895823	0.274479809042	4.08918516814	-1.22687657861	0.284258822086	0.159532884179	0.296886485367	21	10	10	5	5
TUBB4A	5	5	-0.154426097296	0.898489720152	0.39425995532	4.48498389357	-1.20392845561	0.895076261017	0.713199203809	0.807135375912	9	5	10	5	5
TUBB4B	5	5	-0.222743563308	0.8569342599	0.317171939349	4.45135338079	-1.06923284948	0.623745722859	0.517503628485	0.649362689318	40	20	10	5	5
TUBB6	5	5	0.472909635082	1.38790578317	0.60394503473	6.77867772629	-0.964700209762	1.91051947993	0.460083095528	0.597763491915	2	1	10	5	5
TUBG1	5	5	0.497459830253	1.41172573111	0.260501512199	7.97851287338	-0.103539451674	1.09845911218	0.0926835029161	0.21123675187	4	4	10	5	5
TUBGCP2	5	5	0.86840387727	1.82564198744	0.154703733729	7.37860155589	0.506358582271	1.23044917227	0.000669151525279	0.0254946472916	1	1	10	5	5
TUBGCP6	5	5	0.8160377993	1.76056415414	0.587182596371	7.83220832511	-0.543073604362	2.17514920296	0.202830112026	0.345923113554	1	1	10	5	5
TUFM	5	5	-0.142944168107	0.905669031477	0.0467134632274	5.45442995237	-0.26007734207	-0.0258109941432	0.0251075337147	0.100603881665	41	22	10	5	5
TUSC3	5	5	-0.697822656357	0.616501941727	0.213463806712	5.64974811375	-1.22810041338	-0.167544899331	0.0186020468398	0.0859292223989	11	7	10	5	5
TWF1	5	5	-0.447349851462	0.733388804793	0.329821728194	4.12818817596	-1.35197576016	0.457276057236	0.24443309193	0.389900168917	3	3	10	5	5
TWF2	5	5	0.552230284421	1.46635079889	0.150244776438	4.54587880642	0.154115582499	0.950344986343	0.0169990133937	0.081577180233	6	4	10	5	5
TXLNA	5	5	0.309640998363	1.23939924825	0.114615625631	5.48621735891	0.0226953513008	0.596586645425	0.0388355108606	0.128234231493	5	5	10	5	5
TXLNG	5	4	0.442782545344	1.35922335334	0.196836097522	5.46339790284	-0.0505608253916	0.936125916079	0.0698149343414	0.178687373767	1	1	9	5	4
TXN	5	5	0.10459449633	1.07519213972	0.133705330596	7.74490466205	-0.205507202462	0.414696195122	0.457299773007	0.595279633714	8	4	10	5	5
TXN2	5	5	0.668043598071	1.58891681634	0.203642227841	6.27864090876	0.175060712482	1.16102648366	0.0157453554804	0.0786350090593	1	1	10	5	5
TXNDC11	5	5	-0.227040198237	0.854385934551	0.640932278354	7.82767061583	-1.71071566702	1.25663527055	0.732515895183	0.821048240284	1	1	10	5	5
TXNDC12	5	5	0.368150925536	1.29069750792	0.237005128355	5.69207463699	-0.219470110144	0.955771961217	0.173977723313	0.313964699245	8	5	10	5	5
TXNDC15	5	4	-1.08162067724	0.472497736344	0.166414535847	6.48134674776	-1.48160290494	-0.681638449543	0.000460989274323	0.0236309388236	3	2	9	5	4
TXNDC17	5	5	0.379228951488	1.30064653898	0.466134635166	4.3425581273	-0.875682842638	1.63414074561	0.458159757146	0.595779378636	3	3	10	5	5
TXNDC5	5	5	-0.343815652355	0.787954564491	0.0678152151516	6.13190729644	-0.508892056253	-0.178739248457	0.00214659604484	0.0348295239946	12	9	10	5	5
TXNL1	5	5	0.56200342322	1.47631790868	0.336977445667	5.04822562302	-0.301741634074	1.42574848051	0.155674665598	0.292481639531	9	7	10	5	5
TXNL4A	4	4	0.992042659022	1.98899914915	0.356255139546	5.96347684008	0.119021946212	1.86506337183	0.0320071293819	0.115240337362	1	1	8	4	4
TXNRD1	5	5	0.0396065905622	1.02783350786	0.0810864067227	6.20571228631	-0.157221243835	0.23643442496	0.642012558047	0.75282522728	16	11	10	5	5
TYMS	5	4	-0.638202331057	0.642513053043	0.201340095676	5.54320966445	-1.1408742309	-0.135530431211	0.0215308795893	0.0934741302105	1	1	9	5	4
U2AF2	5	5	1.12046763717	2.17417435073	0.384365732965	7.43089665695	0.222162689279	2.01877258506	0.0210576034602	0.0923927421363	11	9	10	5	5
U2SURP	5	5	0.375248796679	1.29706321744	0.203849778696	6.36368040826	-0.116724464349	0.867222057707	0.112440315498	0.23970617354	8	7	10	5	5
UAP1L1	4	4	1.17795632409	2.26256042828	0.265108407181	3.8806320803	0.432881618151	1.92303103003	0.0121047907115	0.0699235017108	1	1	8	4	4
UBA1	5	5	0.171121023556	1.12593303347	0.189632653473	6.58674868027	-0.283055576981	0.625297624094	0.398649863236	0.543295931437	55	35	10	5	5
UBA2	5	5	0.564550671615	1.47892682471	0.233663150248	7.98183478876	0.0255089565577	1.10359238667	0.0421734095067	0.134258468796	29	19	10	5	5
UBA3	5	5	0.335208924034	1.26156008856	0.562812753578	4.74803572329	-1.13494734732	1.80536519538	0.578692162751	0.700048363145	5	4	10	5	5
UBA6	5	5	0.384226399541	1.30515974799	0.378209485461	4.01749674533	-0.664050339985	1.43250313907	0.366892446153	0.513991249874	12	10	10	5	5
UBASH3B	5	4	0.164523405282	1.12079576167	0.185444910484	6.95117559709	-0.274609279254	0.603656089818	0.404629710026	0.548792730586	2	1	9	5	4
UBE2E2	5	5	-0.321204390096	0.80040140782	0.242740448517	6.1853427533	-0.910881137841	0.268472357649	0.232565137099	0.378260618956	2	2	10	5	5
UBE2H	5	5	0.862833656793	1.81860680556	0.278648432636	7.51304278822	0.212947163965	1.51272014962	0.0159311701173	0.0788805982286	1	1	10	5	5
UBE2I	5	5	0.493392909612	1.40775171612	0.215487249121	7.47926395225	-0.00960858919704	0.996394408422	0.0534990765838	0.15385389886	9	5	10	5	5
UBE2J1	5	5	0.576868596593	1.491608162	0.433956729271	6.3104609156	-0.472449576652	1.62618676984	0.229780011321	0.375149341683	1	1	10	5	5
UBE2K	5	5	-0.313815090182	0.804511478344	0.414584919022	4.57119450318	-1.41032231523	0.782692134862	0.486242135638	0.622605243788	2	2	10	5	5
UBE2L3	5	5	0.296475426766	1.22814033949	0.14181460543	7.65197595515	-0.0331567738043	0.626107627337	0.071528345207	0.181039281548	10	6	10	5	5
UBE2L6	5	4	-0.533262683708	0.690990277356	0.212441315697	6.85747544009	-1.03773084312	-0.028794524297	0.0410656363069	0.132036411533	2	1	9	5	4
UBE2M	5	5	0.66980619513	1.5908592446	0.248582873449	5.26119574198	0.0402284807061	1.29938390955	0.0408811030303	0.13163073217	4	3	10	5	5
UBE2N	5	5	0.107932021029	1.07768236407	0.160639185052	6.12286034532	-0.283233901015	0.499097943074	0.526179468282	0.657515197311	13	9	10	5	5
UBE2O	5	5	0.102501423658	1.07363337399	0.0635394473075	4.92202684701	-0.0616132555459	0.266616102861	0.168543853464	0.306696782161	11	9	10	5	5
UBE2R2	5	4	0.491410164215	1.40581832341	0.2160153017	4.07728663224	-0.1038874113	1.08670773973	0.0840048962761	0.200006803792	1	1	9	5	4
UBE2V1	5	5	0.0260742995457	1.01823763818	0.334941930383	5.41813857642	-0.815314500154	0.867463099246	0.940743688339	0.965573328349	8	7	10	5	5
UBE2V2	5	5	0.0315291953248	1.02209492886	0.122636320624	5.68228711771	-0.272665497779	0.335723888429	0.806159847597	0.872501696859	7	3	10	5	5
UBE2Z	5	4	-0.327560064087	0.796883061029	0.254129749981	3.76679559923	-1.05070338775	0.395583259578	0.270874865077	0.420191374264	2	2	9	5	4
UBE3A	5	5	0.500378840506	1.41458497263	0.144127074546	6.87561369301	0.158318613222	0.842439067791	0.010679768554	0.0659951177356	10	9	10	5	5
UBE3C	4	4	0.493336851812	1.40769701715	0.160041107828	5.57623690903	0.0944020893111	0.892271614313	0.0237410591637	0.0975038780341	2	1	8	4	4
UBE4A	5	4	0.373703042683	1.29567424271	0.211472362218	5.29178197865	-0.161011063663	0.90841714903	0.134214844188	0.266715049397	2	2	9	5	4
UBE4B	5	4	-0.675076691611	0.62629892527	0.628443831467	3.56550237488	-2.50705881822	1.156905435	0.349987996547	0.501045970303	3	3	9	5	4
UBFD1	5	5	1.00070365461	2.00097571035	0.470933761195	4.58177936054	-0.243873247416	2.24528055664	0.0920096432553	0.210688071434	3	2	10	5	5
UBL4A	5	4	0.070924658914	1.05038968864	0.542186289923	5.28933552027	-1.30018763521	1.44203695303	0.900754673839	0.93884111222	1	1	9	5	4
UBL5	5	4	0.455995966516	1.37172945351	0.316439754901	3.42900732641	-0.483399065631	1.39539099866	0.234256589482	0.379939547724	1	1	9	5	4
UBLCP1	5	5	-0.152376329498	0.89976719335	0.378615868806	4.14310079983	-1.18941694984	0.884664290846	0.707252274666	0.803428610178	6	5	10	5	5
UBP1	5	5	0.171000752496	1.12583917336	0.408459461273	4.32442441708	-0.930286262491	1.27228776748	0.695438131037	0.795013028157	2	2	10	5	5
UBQLN1	5	5	-0.192861817723	0.874868556377	0.231195716785	4.17059777078	-0.824540249561	0.438816614114	0.449292226921	0.58884271264	2	2	10	5	5
UBQLN2	5	5	-0.211851567365	0.863428388407	0.0912457289412	7.5379381439	-0.424530939988	0.000827805258618	0.050695132585	0.148976519129	1	1	10	5	5
UBQLN4	5	5	0.40995814784	1.32864726987	0.288774929548	6.06174097523	-0.294907729605	1.11482402529	0.205032344241	0.348230762376	3	2	10	5	5
UBR1	5	4	0.291917226246	1.22426614886	0.122408342207	6.84635766344	0.00114548053234	0.582688971959	0.0493238123288	0.146740996538	2	2	9	5	4
UBR3	5	4	0.16485384477	1.12105250171	0.10882041523	6.99999754965	-0.0924655664113	0.422173255951	0.173567963753	0.313436783223	1	1	9	5	4
UBR4	5	5	-0.237499325926	0.848214278542	0.316706658839	4.15659800609	-1.10390580665	0.628907154799	0.493533256018	0.630330837457	41	34	10	5	5
UBR5	5	5	0.359196015725	1.28271086996	0.118555116345	7.95966215329	0.0855660789369	0.632825952512	0.0164115116966	0.0802083740666	5	5	10	5	5
UBR7	5	5	0.43703970057	1.35382353351	0.537093505261	4.4204136052	-0.999869248374	1.87394864951	0.45737956339	0.595279633714	1	1	10	5	5
UBTD2	5	5	-0.829309872544	0.562798398148	0.13628165063	7.55998079924	-1.14678844983	-0.511831295256	0.000368531940269	0.0221659677674	1	1	10	5	5
UBTF	5	5	0.73260190642	1.66163315312	0.104280112269	7.27670690941	0.487906771921	0.977297040919	0.000172596470517	0.0185376828215	15	11	10	5	5
UBXN1	5	5	1.00310555868	2.00430985554	0.330897424522	7.90659523833	0.238482814637	1.76772830272	0.0164983405996	0.0802848052261	3	3	10	5	5
UBXN4	5	4	0.730744757138	1.65949554581	0.346635900849	4.04545184222	-0.227421314552	1.68891082883	0.101931993446	0.224300108505	1	1	9	5	4
UBXN7	5	4	0.600649599739	1.51639919919	0.351607830758	4.97944803932	-0.304310293218	1.5056094927	0.148524617192	0.284654839046	1	1	9	5	4
UCHL1	5	5	0.599157646435	1.51483183581	0.226701941106	7.17188809936	0.0656862612504	1.13262903162	0.0325624347552	0.116209765175	17	9	10	5	5
UCHL3	5	5	-0.154108616642	0.898687464294	0.175097561532	7.79229939699	-0.559765365221	0.251548131937	0.405114030602	0.549119408668	4	4	10	5	5
UCHL5	5	5	0.58093778948	1.49582125559	0.175012776352	6.73236276606	0.163739804736	0.998135774223	0.0135211425628	0.0732374926052	6	6	10	5	5
UCK2	4	5	0.747290253142	1.6786369621	0.925844447218	6.75523817354	-1.45816743637	2.95274794266	0.447065627473	0.587107145715	1	1	9	4	5
UFC1	5	5	0.481309167969	1.39600989546	0.301484646536	7.74546770195	-0.217912571113	1.18053090705	0.150290046056	0.286542010888	2	2	10	5	5
UFD1	5	5	0.401246664451	1.32064861931	0.252806102484	4.88349420104	-0.253303078825	1.05579640773	0.174719912472	0.314760992477	6	5	10	5	5
UFL1	5	5	0.102745300343	1.07381487894	0.166263939217	7.4098911669	-0.286040418848	0.491531019534	0.555109594816	0.680276930784	3	2	10	5	5
UFSP2	5	4	0.464140594684	1.37949535097	0.118732195194	6.11699649187	0.174955050198	0.75332613917	0.00760503894767	0.0563322343069	2	2	9	5	4
UGCG	5	5	-0.646692606636	0.638742961324	0.134703397723	6.58357209635	-0.969345640775	-0.324039572498	0.00232655987206	0.0357087912824	6	5	10	5	5
UGDH	5	5	0.29409162145	1.2261127245	0.108381712374	7.83708705066	0.0432557249209	0.544927517979	0.0270207886391	0.104833721162	7	6	10	5	5
UGGT1	5	5	-0.450276751559	0.731902433981	0.149788881045	4.50854370638	-0.848294654504	-0.0522588486147	0.0340757112869	0.118738654119	68	47	10	5	5
UGP2	5	5	0.233490026864	1.17567559145	0.093803214532	6.45330134106	0.007813973207	0.459166080522	0.0444613612897	0.138320828123	22	14	10	5	5
UGT8	5	4	-0.458062716379	0.727963128031	0.163568914248	6.96158154849	-0.845274859007	-0.0708505737514	0.0266579926634	0.104284474022	2	2	9	5	4
UHRF1BP1	5	4	-1.12446565321	0.458671873479	1.10629611493	6.75991411799	-3.75939301939	1.51046171297	0.344417998956	0.497454793786	2	2	9	5	4
UMPS	5	5	-0.37468280615	0.771274968139	0.542141016084	4.13559765846	-1.86064201999	1.11127640769	0.526332825868	0.657515197311	3	2	10	5	5
UNC13B	5	5	-0.360654261435	0.778811309048	0.13547971716	7.19509032114	-0.67926039471	-0.0420481281589	0.0315671822977	0.114511733557	10	9	10	5	5
UNCX	4	4	0.0664250984689	1.04711877615	0.316964132653	4.93918477257	-0.751383884323	0.884234081261	0.842375188347	0.895793134049	1	1	8	4	4
UNG	5	4	-0.526451050993	0.694260477073	0.269784141623	5.15705290955	-1.21364876297	0.160746660985	0.106726931358	0.231352805073	1	1	9	5	4
UPF1	5	5	-0.080433256156	0.945773578542	0.158149047246	4.12318738115	-0.514399749163	0.353533236851	0.637048200057	0.749341442102	38	26	10	5	5
UPF2	5	5	0.414613281166	1.33294133018	0.257065985398	7.28872356635	-0.18840383865	1.01763040098	0.149111099936	0.285213537788	5	5	10	5	5
UPF3B	5	4	0.00817587016141	1.00568316963	0.176328304022	6.61297470273	-0.413772429988	0.430124170311	0.964386422335	0.981027323215	1	1	9	5	4
UQCC1	5	5	-1.09634434092	0.467700105427	0.178903323468	6.32661734477	-1.52868467722	-0.664004004632	0.000706219148876	0.0256915691982	4	4	10	5	5
