pseudo	source	weighted	cells	original	retention	effect
10	mouse45	0.391726053621	27	27	1	0.0145083723563
10	mouse52	-0.186203992179	41	41	1	-0.00454156078485
10	mouse54	0.0732004354341	35	35	1	0.0020914410124
10	mouse55	0.197426141402	31	31	1	0.00636858520652
10	mouse56	-0.631766253983	21	21	1	-0.0300841073325
10	mouse6	-0.251333530798	27	27	1	-0.00930864928883
10	mouse60	-0.205696068693	44	47	0.936170212766	-0.00467491065211
10	mouse62	-0.778827534068	61	61	1	-0.0127676644929
10	mouse63	0.29379992201	44	44	1	0.00667727095476
10	mouse67	-0.298861368913	42	42	1	-0.00711574687888
10	mouse68	0.0478838315971	59	59	1	0.000811590366053
10	mouse69	-0.147749860612	28	28	1	-0.00527678073614
10	mouse7	-0.0677054807071	30	30	1	-0.0022568493569
10	mouse70	0.32159961667	38	38	1	0.0084631478071
10	mouse72	-0.00952301370066	59	59	1	-0.000161407011876
10	mouse73	0.612638255242	45	45	1	0.0136141834498
10	mouse74	0.122000327256	43	43	1	0.00283721691292
10	mouse75	0.13950436593	22	22	1	0.00634110754225
10	mouse76	0.0956177153822	48	48	1	0.00199203573713
10	mouse8	-0.855829881772	28	29	0.965517241379	-0.0305653529204
10	mouse9	0.327181081975	37	37	1	0.00884273194527
11	mouse11	-0.0194609019657	32	32	1	-0.000608153186428
11	mouse12	-0.532390457082	21	21	1	-0.0253519265277
11	mouse13	-0.0572597207368	30	30	1	-0.00190865735789
11	mouse14	0.391847185214	35	36	0.972222222222	0.0111956338632
11	mouse15	-0.0262130557689	27	27	1	-0.000970853917367
11	mouse17	-0.509747582049	20	20	1	-0.0254873791025
11	mouse18	-0.19055891189	29	29	1	-0.00657099696174
11	mouse19	-0.301933710123	22	22	1	-0.013724259551
11	mouse20	0.671912486068	46	46	1	0.0146067931754
11	mouse21	0.22287897648	33	33	1	0.00675390837819
11	mouse22	0.177577879724	40	40	1	0.00443944699309
11	mouse23	-0.184249349271	53	53	1	-0.00347640281644
11	mouse25	0.229919581438	27	27	1	0.00851554005326
11	mouse34	-0.620311735483	30	31	0.967741935484	-0.0206770578494
11	mouse35	-0.565314910413	22	22	1	-0.0256961322915
11	mouse36	-0.0870676572211	24	24	1	-0.00362781905088
11	mouse38	0.331096833354	31	31	1	0.0106805430114
11	mouse4	-0.183000011822	38	38	1	-0.00481578978478
11	mouse44	0.478612771665	32	32	1	0.0149566491145
11	mouse45	-0.111585390886	31	31	1	-0.00359952873825
11	mouse52	-0.477057496598	36	36	1	-0.0132515971277
11	mouse54	0.473222054154	22	22	1	0.0215100933706
11	mouse55	1.01938158137	37	37	1	0.0275508535506
11	mouse6	0.605998801966	20	20	1	0.0302999400983
11	mouse60	0.885361265763	56	56	1	0.0158100226029
11	mouse62	-0.692442501188	50	51	0.980392156863	-0.0138488500238
11	mouse63	0.0885332934764	55	55	1	0.00160969624503
11	mouse67	-0.5327506597	40	41	0.975609756098	-0.0133187664925
11	mouse68	1.05615504945	75	75	1	0.014082067326
11	mouse69	0.532747932814	41	42	0.97619047619	0.0129938520198
11	mouse7	0.539852149907	25	25	1	0.0215940859963
11	mouse70	0.182840194879	59	59	1	0.00309898635388
11	mouse72	0.8250675792	62	62	1	0.0133075416
11	mouse73	0.123820156958	46	47	0.978723404255	0.00269174254257
11	mouse74	0.0190721079856	34	34	1	0.000560944352518
11	mouse75	0.841328709028	23	23	1	0.0365795090882
11	mouse76	0.322771571094	57	57	1	0.00566265914199
11	mouse8	-0.025184948201	21	21	1	-0.00119928324767
11	mouse9	-0.238296966811	47	49	0.959183673469	-0.00507014823001
12	mouse1	-0.809668717768	20	22	0.909090909091	-0.0404834358884
12	mouse10	-0.208306811603	28	28	1	-0.00743952898584
12	mouse11	0.214919369795	72	72	1	0.00298499124715
12	mouse12	0.364805799208	27	27	1	0.0135113258966
12	mouse13	-0.00281017462438	43	43	1	-6.53528982414e-05
12	mouse14	-0.688672373963	38	38	1	-0.0181229572096
12	mouse15	0.346819645204	38	39	0.974358974359	0.00912683276851
12	mouse16	0.46997456911	26	26	1	0.0180759449658
12	mouse18	0.215923177367	55	55	1	0.00392587595212
12	mouse19	-0.750476505098	37	37	1	-0.0202831487864
12	mouse20	-0.0144925340117	47	48	0.979166666667	-0.000308351787483
12	mouse21	-0.267846569204	48	51	0.941176470588	-0.00558013685842
12	mouse22	0.197416208859	38	38	1	0.00519516339101
12	mouse23	-1.08531959563	67	67	1	-0.0161987999347
12	mouse24	0.250987223488	20	20	1	0.0125493611744
12	mouse25	0.0677804870811	20	20	1	0.00338902435405
12	mouse29	0.418545306384	22	22	1	0.0190247866538
12	mouse31	0.0869736363821	20	20	1	0.0043486818191
12	mouse34	0.464566797402	39	39	1	0.0119119691642
12	mouse35	-0.28212069768	34	37	0.918918918919	-0.00829766757884
12	mouse37	-0.05834259394	28	28	1	-0.00208366406929
12	mouse38	0.729590220557	34	34	1	0.0214585358987
12	mouse4	0.53751191015	38	38	1	0.0141450502671
12	mouse44	-0.307016095736	49	49	1	-0.00626563460686
12	mouse45	0.0296011463267	42	42	1	0.000704789198254
12	mouse52	0.451882695415	50	50	1	0.0090376539083
12	mouse54	-0.465972345447	35	36	0.972222222222	-0.0133134955842
12	mouse55	-0.722086581941	42	43	0.976744186047	-0.0171925376653
12	mouse56	0.28452293194	24	25	0.96	0.0118551221642
12	mouse57	0.386019194467	24	25	0.96	0.0160841331028
12	mouse6	-0.135464608863	30	30	1	-0.00451548696211
12	mouse60	-0.137993979498	59	60	0.983333333333	-0.00233888100844
12	mouse62	-0.0881614543862	82	82	1	-0.00107513968764
12	mouse63	-0.1251518394	78	78	1	-0.00160451076154
12	mouse67	0.208606959416	65	65	1	0.00320933783716
12	mouse68	0.174598733331	84	85	0.988235294118	0.00207855634918
12	mouse69	-0.274652398194	42	42	1	-0.00653934281415
12	mouse7	-0.487069165975	34	35	0.971428571429	-0.0143255637052
12	mouse70	0.0190476058886	48	49	0.979591836735	0.000396825122679
12	mouse72	0.609624513678	83	83	1	0.00734487365877
12	mouse73	0.940975431997	45	47	0.957446808511	0.0209105651555
12	mouse74	-0.337733217356	46	46	1	-0.00734202646426
12	mouse75	-0.247908286197	30	30	1	-0.00826360953991
12	mouse76	0.971386532608	60	60	1	0.0161897755435
12	mouse8	-0.241896360467	35	35	1	-0.00691132458476
12	mouse9	0.421064746081	53	53	1	0.00794461785059
13	mouse11	0.668588429955	58	58	1	0.0115273867234
13	mouse12	0.306462993369	31	31	1	0.0098859030119
13	mouse13	-0.668984316641	34	34	1	-0.019676009313
13	mouse15	0.289049641878	27	28	0.964285714286	0.0107055422918
13	mouse16	-0.508691887799	26	26	1	-0.0195650726077
13	mouse17	0.575144040437	21	21	1	0.0273878114494
13	mouse18	-0.0733737398947	45	45	1	-0.00163052755322
13	mouse20	0.57611567163	39	39	1	0.0147721967085
13	mouse21	0.119971879936	36	36	1	0.00333255222046
13	mouse22	0.159862020527	22	22	1	0.00726645547852
13	mouse23	1.05732797331	43	43	1	0.024589022635
13	mouse24	0.017128834134	20	21	0.952380952381	0.000856441706701
13	mouse25	-0.355508698252	20	20	1	-0.0177754349126
13	mouse26	0.0857626748923	23	23	1	0.00372881195184
13	mouse34	0.29075091176	32	32	1	0.00908596599248
13	mouse36	0.0798187786342	22	22	1	0.00362812630155
13	mouse38	0.0108193364769	34	34	1	0.000318215778733
13	mouse4	0.28858504674	26	26	1	0.0110994248746
13	mouse44	-0.268791478024	24	24	1	-0.0111996449177
13	mouse45	0.578100861429	37	37	1	0.0156243476062
13	mouse52	-0.000528983046668	34	35	0.971428571429	-1.5558324902e-05
13	mouse54	0.643916712806	29	30	0.966666666667	0.0222040245795
13	mouse55	-0.265865307568	33	33	1	-0.00805652447176
13	mouse6	0.107292962642	30	30	1	0.00357643208805
13	mouse60	0.887136280452	57	57	1	0.0155637943939
13	mouse62	0.965523631591	56	56	1	0.0172414934213
13	mouse63	1.0070547161	67	67	1	0.0150306674044
13	mouse67	0.776417105294	47	48	0.979166666667	0.0165195128786
13	mouse68	-0.441007628204	48	48	1	-0.00918765892091
13	mouse69	0.0502701047004	31	31	1	0.00162161628066
13	mouse7	0.675298863872	30	30	1	0.0225099621291
13	mouse70	-0.161562079274	39	39	1	-0.00414261741729
13	mouse72	0.0261872805077	65	65	1	0.00040288123858
13	mouse73	-0.91769788148	46	46	1	-0.0199499539452
13	mouse74	0.916457365292	42	43	0.976744186047	0.0218204134593
13	mouse75	0.0898834442491	23	23	1	0.00390797583692
13	mouse76	0.267074671143	53	54	0.981481481481	0.00503914473855
13	mouse8	-0.235456248336	24	25	0.96	-0.00981067701398
13	mouse9	0.258488850956	45	45	1	0.0057441966879
14	mouse10	0.314507406003	25	25	1	0.0125802962401
14	mouse11	-0.135225959847	58	58	1	-0.00233148206633
14	mouse12	-0.589194031232	31	31	1	-0.019006259072
14	mouse13	0.0149199935592	33	33	1	0.000452121016945
14	mouse14	-0.0632461590468	29	29	1	-0.0021809020361
14	mouse15	0.122498326484	37	37	1	0.00331076558064
14	mouse16	0.532404852119	29	29	1	0.0183587880041
14	mouse18	0.713787256229	41	41	1	0.0174094452739
14	mouse19	0.14830051469	37	37	1	0.00400812201864
14	mouse20	-0.443361080898	40	40	1	-0.0110840270224
14	mouse21	0.374222011147	42	42	1	0.00891004788445
14	mouse22	-0.577652377491	35	35	1	-0.0165043536426
14	mouse23	-0.309082974477	47	49	0.959183673469	-0.0065762334995
14	mouse25	0.225345783849	37	37	1	0.0060904265905
14	mouse26	-0.0137191702529	35	35	1	-0.000391976292941
14	mouse34	0.784675841612	35	36	0.972222222222	0.0224193097603
14	mouse35	0.259594224555	23	23	1	0.0112867054154
14	mouse36	-0.179239150575	28	28	1	-0.00640139823481
14	mouse38	0.130408684593	32	32	1	0.00407527139354
14	mouse4	0.00119287860712	33	33	1	3.61478365793e-05
14	mouse44	0.0579246996329	27	27	1	0.00214535924566
14	mouse45	-0.807603693735	30	30	1	-0.0269201231245
14	mouse52	0.381629384007	35	35	1	0.0109036966859
14	mouse54	-1.30176027949	48	49	0.979591836735	-0.0271200058227
14	mouse55	0.338047989509	40	40	1	0.00845119973773
14	mouse57	-0.192636131828	20	21	0.952380952381	-0.00963180659141
14	mouse6	-0.164194544908	34	34	1	-0.00482925132084
14	mouse60	-0.119901657293	69	69	1	-0.00173770517816
14	mouse62	-1.72567841326	75	75	1	-0.0230090455101
14	mouse63	-0.273212015398	64	64	1	-0.00426893774059
14	mouse67	-0.63390136156	54	54	1	-0.011738914103
14	mouse68	-1.58103450085	89	89	1	-0.0177644325938
14	mouse69	-0.399832824218	37	38	0.973684210526	-0.0108062925464
14	mouse7	-0.754702660133	41	41	1	-0.0184073819545
14	mouse70	0.428038924192	54	55	0.981818181818	0.0079266467443
14	mouse72	-1.7862365028	67	67	1	-0.0266602463104
14	mouse73	0.108581773532	43	43	1	0.00252515752401
14	mouse74	0.245285499875	52	52	1	0.00471702884375
14	mouse75	0.252165648851	24	25	0.96	0.0105069020355
14	mouse76	-0.0763040694604	75	75	1	-0.00101738759281
14	mouse8	0.322481528237	37	38	0.973684210526	0.00871571697937
14	mouse9	-0.545994026201	61	61	1	-0.008950721741
15	mouse10	0.306486544178	42	42	1	0.00729729867091
15	mouse11	0.325839885403	68	69	0.985507246377	0.00479176302064
15	mouse12	0.200418286085	35	35	1	0.00572623674528
15	mouse13	-0.497495281961	49	51	0.960784313725	-0.010152964938
15	mouse14	-0.604490648355	32	32	1	-0.0188903327611
15	mouse15	0.618409352241	55	55	1	0.0112438064044
15	mouse16	0.634819433847	38	38	1	0.0167057745749
15	mouse17	0.245144059233	27	27	1	0.00907940960121
15	mouse18	-1.77699496644	49	49	1	-0.0362652033967
15	mouse19	0.264803416656	41	41	1	0.00645861991843
15	mouse20	0.358814754127	56	56	1	0.0064074063237
15	mouse21	0.545029539784	49	50	0.98	0.0111230518323
15	mouse22	0.0202234285865	56	56	1	0.000361132653331
15	mouse23	-0.0124160631604	87	87	1	-0.00014271336966
15	mouse24	0.233245864637	21	21	1	0.0111069459351
15	mouse25	-0.0481215601557	30	30	1	-0.00160405200519
15	mouse26	0.107019845682	41	41	1	0.00261024013858
15	mouse29	-0.267147162181	21	21	1	-0.0127212934372
15	mouse31	0.39364893532	32	32	1	0.0123015292288
15	mouse32	0.336055731556	27	28	0.964285714286	0.0124465085761
15	mouse33	0.203571345587	22	22	1	0.00925324298122
15	mouse34	0.0632190879784	51	51	1	0.00123958996036
15	mouse35	0.0466014018838	39	39	1	0.00119490774061
15	mouse36	0.117454600388	26	26	1	0.00451748463031
15	mouse37	-0.0523998531945	27	27	1	-0.0019407353035
15	mouse38	-1.07497023696	53	53	1	-0.0202824573012
15	mouse4	0.690253174672	53	53	1	0.0130236448051
15	mouse41	-0.55957948481	43	45	0.955555555556	-0.0130134763909
15	mouse42	0.150295403598	21	23	0.913043478261	0.00715692398088
15	mouse44	-0.306937897572	49	49	1	-0.00626403872596
15	mouse45	-0.511702600812	49	49	1	-0.0104429102206
15	mouse46	-0.345214710399	21	22	0.954545454545	-0.0164387957333
15	mouse52	0.422583838961	71	72	0.986111111111	0.00595188505579
15	mouse54	-0.191610590791	40	42	0.952380952381	-0.00479026476978
15	mouse55	0.508295786371	51	51	1	0.00996658404649
15	mouse57	0.528959340361	23	23	1	0.0229982321896
15	mouse6	-0.29741620588	44	44	1	-0.00675945922454
15	mouse60	-0.766333269719	80	80	1	-0.00957916587149
15	mouse61	1.06708009354	25	25	1	0.0426832037415
15	mouse62	-0.385686034179	84	84	1	-0.0045915004069
15	mouse63	-0.950505252359	80	80	1	-0.0118813156545
15	mouse64	0.192608168631	20	20	1	0.00963040843156
15	mouse67	-0.0782875790103	71	71	1	-0.00110264195789
15	mouse68	0.21898290772	88	89	0.988764044944	0.00248844213318
15	mouse69	0.189872102967	56	57	0.982456140351	0.00339057326727
15	mouse7	-0.13287974903	63	63	1	-0.00210920236555
15	mouse70	-0.341760313233	65	65	1	-0.00525785097281
15	mouse71	0.360124672533	26	26	1	0.0138509489436
15	mouse72	-0.479350109021	115	115	1	-0.00416826181757
15	mouse73	0.354916199279	75	77	0.974025974026	0.00473221599039
15	mouse74	0.224350099895	58	59	0.983050847458	0.0038681051706
15	mouse75	-0.207069620603	31	31	1	-0.00667966518074
15	mouse76	-0.711741662575	87	87	1	-0.00818093865029
15	mouse8	0.852898276887	47	47	1	0.0181467718487
15	mouse9	-1.05176896689	79	79	1	-0.0133135312265
16	mouse10	0.153271321009	29	29	1	0.00528521796581
16	mouse11	0.346331476976	35	35	1	0.00989518505645
16	mouse13	-0.0719602351645	28	28	1	-0.00257000839873
16	mouse15	-0.00739961453817	25	25	1	-0.000295984581527
16	mouse18	-0.0715941406601	34	34	1	-0.00210571001941
16	mouse19	0.107897866984	26	26	1	0.00414991796093
16	mouse20	0.12071299703	31	31	1	0.00389396764613
16	mouse21	-0.131081687022	25	25	1	-0.00524326748086
16	mouse22	0.0664742684482	25	25	1	0.00265897073793
16	mouse23	-0.45648654898	43	43	1	-0.0106159662553
16	mouse34	-0.119227414098	35	35	1	-0.00340649754565
16	mouse35	0.476657589856	27	27	1	0.0176539848095
16	mouse4	-0.251711614349	27	27	1	-0.00932265238329
16	mouse45	0.032784523275	33	33	1	0.000993470402272
16	mouse52	0.124182840647	24	24	1	0.00517428502695
16	mouse54	-0.0744860944166	21	21	1	-0.00354695687698
16	mouse55	-0.0813703161214	27	27	1	-0.0030137154119
16	mouse60	-0.192961037717	30	31	0.967741935484	-0.00643203459055
16	mouse62	-0.105877527774	38	38	1	-0.00278625073089
16	mouse63	0.369596130558	61	61	1	0.00605895295997
16	mouse67	-0.1363569767	33	33	1	-0.00413202959698
16	mouse68	0.462370095498	53	53	1	0.008723964066
16	mouse7	0.00376726195774	26	26	1	0.000144894690682
16	mouse70	0.788513544451	32	32	1	0.0246410482641
16	mouse72	0.776999679297	51	51	1	0.0152352878294
16	mouse73	-0.882401152129	36	37	0.972972972973	-0.0245111431147
16	mouse74	-0.0524557520616	22	22	1	-0.00238435236643
16	mouse75	0.365853522094	29	29	1	0.0126156386929
16	mouse76	-0.175102938663	42	42	1	-0.00416911758721
16	mouse8	0.282688767377	22	22	1	0.0128494894262
16	mouse9	0.275886477452	41	41	1	0.00672893847443
17	mouse10	-1.12087097269	28	28	1	-0.0400311061676
17	mouse11	0.343576402487	46	46	1	0.00746905222798
17	mouse12	-0.437616524244	22	22	1	-0.0198916601929
17	mouse13	0.0435473976369	47	47	1	0.000926540375254
17	mouse14	-0.603364008867	23	23	1	-0.0262332177768
17	mouse15	-0.951463227049	28	28	1	-0.0339808295375
17	mouse16	0.38306780154	25	25	1	0.0153227120616
17	mouse18	0.438924015289	36	36	1	0.012192333758
17	mouse19	0.0403794682281	32	32	1	0.00126185838213
17	mouse20	-0.177121314203	38	38	1	-0.00466108721587
17	mouse21	0.209579871865	36	36	1	0.00582166310737
17	mouse22	0.193921671107	32	32	1	0.00606005222209
17	mouse23	-0.0334093806361	60	61	0.983606557377	-0.000556823010601
17	mouse25	0.414915481734	24	24	1	0.0172881450723
17	mouse26	0.0249580060033	29	29	1	0.000860620896666
17	mouse31	0.485329188719	21	21	1	0.0231109137485
17	mouse33	0.248256393915	23	24	0.958333333333	0.0107937562572
17	mouse34	0.307165424977	35	35	1	0.00877615499933
17	mouse35	-0.386889348486	23	26	0.884615384615	-0.0168212760211
17	mouse36	0.378755800666	20	20	1	0.0189377900333
17	mouse38	0.235156486962	39	39	1	0.00602965351185
17	mouse4	-0.0820476352658	27	28	0.964285714286	-0.00303880130614
17	mouse44	-0.339071528596	27	27	1	-0.0125582047628
17	mouse45	-0.035971496265	35	35	1	-0.00102775703614
17	mouse52	-0.440556215343	35	35	1	-0.0125873204384
17	mouse54	-0.233925500111	35	35	1	-0.00668358571745
17	mouse55	0.243148250641	31	31	1	0.00784349195616
17	mouse6	0.202160037055	30	30	1	0.00673866790184
17	mouse60	-0.0131836747177	64	64	1	-0.000205994917464
17	mouse62	0.25304061208	64	64	1	0.00395375956375
17	mouse63	-0.173275342628	58	58	1	-0.00298750590738
17	mouse67	0.0639983615209	52	53	0.981132075472	0.00123073772155
17	mouse68	0.388206864513	87	87	1	0.00446214786797
17	mouse69	0.0988259425871	33	33	1	0.00299472553294
17	mouse7	0.239700235513	32	32	1	0.00749063235977
17	mouse70	-0.633857875896	47	47	1	-0.013486337785
17	mouse72	-0.436808794485	91	91	1	-0.00480009664269
17	mouse73	-0.305334873608	48	48	1	-0.00636114320016
17	mouse74	0.58958321119	36	36	1	0.0163773114219
17	mouse75	-0.291018490327	29	29	1	-0.0100351203561
17	mouse76	0.491930626312	63	63	1	0.00780842263987
17	mouse8	0.309910872895	35	35	1	0.00885459636843
17	mouse9	0.238839809154	36	36	1	0.00663443914316
18	mouse10	-0.228279799122	30	30	1	-0.00760932663742
18	mouse11	-0.541960747353	55	55	1	-0.00985383177006
18	mouse12	-0.0897475347736	31	31	1	-0.00289508176689
18	mouse13	0.0448148576555	34	34	1	0.00131808404869
18	mouse14	0.0306515000431	28	31	0.903225806452	0.00109469643011
18	mouse15	0.20208067257	34	34	1	0.00594354919324
18	mouse16	0.242678636873	21	21	1	0.0115561255654
18	mouse18	-0.98357480546	42	42	1	-0.023418447749
18	mouse19	0.317988427104	31	31	1	0.0102576911969
18	mouse20	0.150244903785	50	51	0.980392156863	0.0030048980757
18	mouse21	-0.763486642891	27	27	1	-0.0282772830701
18	mouse22	0.00264030689673	42	42	1	6.28644499222e-05
18	mouse23	0.580527822637	49	49	1	0.0118475065844
18	mouse25	-0.200184321668	29	29	1	-0.00690290764372
18	mouse26	0.719337554899	23	24	0.958333333333	0.0312755458652
18	mouse34	-0.4935875554	33	34	0.970588235294	-0.0149571986485
18	mouse35	-0.274733613491	25	25	1	-0.0109893445396
18	mouse36	0.0887956711576	20	21	0.952380952381	0.00443978355788
18	mouse38	0.282852809356	37	37	1	0.00764467052313
18	mouse4	0.0617665206622	31	31	1	0.00199246840846
18	mouse44	-0.338785175645	32	32	1	-0.0105870367389
18	mouse45	1.07247287168	38	38	1	0.0282229703075
18	mouse52	0.559021844303	44	45	0.977777777778	0.012705041916
18	mouse54	0.597628224655	36	36	1	0.0166007840182
18	mouse55	-0.0376282311546	39	39	1	-0.000964826439861
18	mouse57	0.309402271347	20	20	1	0.0154701135674
18	mouse6	0.454742460657	24	25	0.96	0.0189476025274
18	mouse60	0.0280762174192	59	59	1	0.000475868091851
18	mouse61	0.229754115572	20	20	1	0.0114877057786
18	mouse62	-1.06704673494	59	59	1	-0.0180855378804
18	mouse63	-0.0966236125761	77	78	0.987179487179	-0.00125485211138
18	mouse67	0.565392263622	61	61	1	0.00926872563315
18	mouse68	0.300538318829	88	88	1	0.00341520816852
18	mouse69	0.753365263339	42	42	1	0.0179372681747
18	mouse7	0.801486073886	47	47	1	0.0170528951891
18	mouse70	-0.00100453542344	46	46	1	-2.18377265966e-05
18	mouse71	0.266967615845	21	21	1	0.0127127436117
18	mouse72	-0.721334317498	75	75	1	-0.00961779089998
18	mouse73	-0.273907466236	54	54	1	-0.00507236048585
18	mouse74	-0.0540069726021	34	34	1	-0.00158844037065
18	mouse75	-0.0758103181457	25	25	1	-0.00303241272583
18	mouse76	-0.939612844854	80	80	1	-0.0117451605607
18	mouse8	-0.0668324449735	29	29	1	-0.00230456706805
18	mouse9	-0.166340058602	59	59	1	-0.00281932302715
19	mouse10	-0.153594441554	23	23	1	-0.00667801919801
19	mouse11	0.705030419382	50	50	1	0.0141006083876
19	mouse12	-0.304413110884	25	25	1	-0.0121765244354
19	mouse13	0.0683653802474	31	31	1	0.00220533484669
19	mouse15	0.831405208815	41	41	1	0.0202781758247
19	mouse16	-0.197608737318	21	21	1	-0.00940993987227
19	mouse18	-0.39025213618	40	40	1	-0.0097563034045
19	mouse19	0.210677957689	26	26	1	0.00810299837267
19	mouse20	0.0297835154091	39	39	1	0.000763679882285
19	mouse21	0.367023457911	24	25	0.96	0.0152926440796
19	mouse22	0.0143439383414	25	25	1	0.000573757533655
19	mouse23	0.181229000919	49	49	1	0.00369855103916
19	mouse25	-0.178360557191	24	25	0.96	-0.00743168988297
19	mouse31	-0.0922547920777	23	23	1	-0.00401107791642
19	mouse34	-0.0530342976659	38	38	1	-0.00139563941226
19	mouse35	0.0869655433323	27	28	0.964285714286	0.00322094604934
19	mouse36	-0.226874913302	32	33	0.969696969697	-0.0070898410407
19	mouse38	0.68318812929	28	28	1	0.0243995760461
19	mouse4	0.0994812009274	37	37	1	0.00268868110615
19	mouse41	-0.143452581657	25	25	1	-0.00573810326626
19	mouse44	-0.0732227901249	21	21	1	-0.00348679952976
19	mouse45	-0.16095212971	22	23	0.95652173913	-0.00731600589593
19	mouse52	1.08913726044	44	44	1	0.0247531195555
19	mouse54	-0.168757186018	39	39	1	-0.00432710733379
